Startup performance: RegisterComponent() needs optimization;major
[PP]page bombs gecko m7 mac!;major
search button not inserted into content correctly;major
nasty kludge: static link dependency from rdf.dll to layout.dll;major
"ldap error ""no such attribute"" after removing and adding an attribute value";major
CID used in QueryInterface and not IID;major
Assert and bad behaviour with colored text in editor;major
Object tag does not handle ActiveX controls;major
MLK: leak on every image load, [NECKO] related;major
linebreak- CJK line break incorrect in <P> and <A HREF> boundary.;major
Last child of Body element not rendered.;major
MLK: nsCharsetConverterManager;major
MLK:  nsCharsetConverterManager::CreateMapping();major
[8.3] unicharutil.dll too long for Win9x;major
Detectch (japsm) does not detect any charsets;major
DETECTCH.EXE (japsm,cjkpsm) does not detect SJIS charset on this page correctly;major
JS window.onload = eh does not work in M5;major
[CODE] Anonymous table frames cause leaking of content objects;major
[4.xP] Relative links do not function;major
Circular ref counting between nsHTMLFragmentContentSink and nsParser;major
Crash: Column frames not placed in cell map on incremental reflow;major
Undefined background when mixing widgets with background images;major
MLK in nsPluginsDirWin.cpp;major
update stops working with very large attribute lists;major
[PP]Core dump with CGI;major
resizing window horiz. changes table layout incorrectly;major
Memory/socket allocation problems;major
[CRASH] XPToolkit toolbar test crashes;major
nsLocale does not get the User setting Locale;major
incorrect nsRect usages;major
Need to take relative URL to the external DTD;major
UMR (uninitialized memory read) in net_SaveCookies();major
[PP]Linux apprunner not exiting clean;major
Sizing of SELECT element incorrect when inside <box> </box>;major
Animated GIF causes form fields to reset;major
"<a href= xxx target=""new""> opens non-menu window";major
Leaking of nsBorderEdge struct;major
NECKO: My.yahoo.com bookmarks don't work.;major
nsNetlibService::CreateURL bug;major
Content is missing from the page;major
infinite loop in layout?;major
NECKO: M7 Crashes when given localhost url;major
Can't get PerLDAP to work with ActiveState;major
Repositioning DIV via JavaScript doesn't work;major
[PP] Small ad image blowup/overlap problem;major
Assert/abort on this URL;major
[PP] Invalid PNG crashes M7;major
GFX select widget: clear and refill items does not update display;major
Selects as ListBoxes do not select;major
Problem with imagemap;major
[PP]nsUnixToolkitService not initializing refcnt;major
XPCOM needs shutdown;major
crash dealing with several very long words in a block;major
XML must handle <?xml encoding=...?>;major
Crash comparing nsJSID to Components.interfaces.foo;major
Make JSRuntimeService do all construction/destruction of JSRuntimes;major
M8 build crashed in GIF decoder...;major
vertical centering;major
onchange function never gets called for GFX text control;major
Crash at loading this CSS1 file;major
MLK: nsID::ToString() must be freed in intl components!;major
area/img frame Reflow is doing arithmetic on NS_UNCONSTRAINEDSIZE;major
assert bringing up mail compose window;major
floating element in table messes things up when inside centered block;major
Window.open() with 1 parameter loads URL of child window in parent window;major
Can't select options in SELECT list boxes!;major
nsWindow::DispatchWindowEvent returns PR_TRUE even when the event wasn't handled;major
a white-space: -moz-pre-wrap style on body causes whitespace in <head> to render;major
.js source files not loaded sequentially;major
UMR in nsTextFrame::Reflow, causing disk hits on reflow;major
"Missing ads and ""bump"" text string all over www.cnet.com page";major
Fuzzy rendering when scrollingwith cursor keys;major
Submenu of Auto-Detect for Japanese is wrong spelling;major
[I18N][ENDER] Chinese pages not displayed properly;major
[PP]Strres-test.xul is not found in mac and linux build;major
Apprunner doesn't load this page (just one frame);major
{inc} When form is submitted, contents move to the left;major
click search button asserts, code makes illegal assumption;major
MLK: -size ?- nsWidget::GetXIC();major
Excessive string allocations (component manager);major
url gfx text wiget looses mouse up events;major
View | Page source should display Japanese with META charset;major
[PP]Link icon on Mac8.5 does not function;major
text in table layout wrong on resize;major
Complex table layouts do NOT work.;major
IR_StyleChanged of table cells triggers full table reflow.;major
CDATA blocks and <!--;major
Dr Watson log generated running ProxyTest;major
MouseOver and MouseOut events occur inappropirately. (only on bottom edge of image?);major
[PP] Multiple copies sometimes broken;major
Cookies not persistent;major
problems setting display to none dynamically near tables;major
A select element that doesn't contain the required option element causes a crash;major
fieldset with legend without form hangs viewer;major
[PP] Mac-Submenu of Auto-detect has 4 times duplicate;major
Selection problem while loading;major
Coredump on url;major
&nbsp dos not work in form widgets;major
Cyrillic letters don't shown on forms for some charset.;major
textareas garble newline character entities;major
[BLOCKER] document.write() has trouble with password and text values.;major
MLK:72 bytes leaked - www.visa.com - [top100] [NS_NewHTMLInputElement;major
ComponentManager needs to implement nsWeakReference;major
[Dogfood] Gfx text controls need to notify on mouse events;major
Crash on test12 with gfx scrollbars enabled;major
[PP]GFX-rendered widgets are ugly!;major
nsICookieStorage not implemented;major
PR_Now() resolution on Mac only 1 second;major
Japanese URL's titles in What's related is displayed as garbage;major
Border code not optimized to draw only within clipped region;major
nsIPluginManager2::FindProxyForURL() returns E_NOTIMPL;major
{sink} Page not displayed, just an animated GIF...;major
{sink} asserts in UndisplayedMap::AppendNodeFor loading url;major
Character set menu does not contain anything;major
nsTableFrame::MapAttributesInto has 0 ref counted aContext;major
Crash-Translate English to Japanese;major
Check in a workaround for **long** Character Set menu;major
Simple TestCases for nspr threads failing on HPUX 10.20;major
Home and End keys reversed in inputs and textareas;major
Choosing dynamic Charset menu leads to a crash;major
[mlk] form submission leaks nsIDocument;major
Different attribute Japanese chars are not saved as ISO-2022-jp correctly;major
[BETA][PP] Typing 8 bits Latin 1 characters get translated to something else;major
[PP][DOGFOOD] XPMenus wont go away;major
Links href and Image src properties should be absolute URLs;major
[DOGFOOD] Linux printing crashes on www.mozilla.org;major
Browser Crash;major
nsString::operator+= (PRUnichar) problems;major
OBJECT element never render its contents;major
reflow broken when setting font in editor;major
Scrollbar flicker;major
DragExit events not correctly fired when mouse leaves window;major
Selecting Plug-in option on Basic Functional test crashes the app;major
We need to convert the i18n libs from Components to Modules.;major
[DOGFOOD] crash with unconstrained table inside box;major
[4.xP]text file fails to display;major
nsAllocator fails to compile with workshop c++ 5.0 compiler;major
Selection of alternate stylesheets is not possible;major
shutdown JS component loader;major
[MLK] nsComponentManager not getting released;major
[PAINTING] Menu items painted thrice each when menu activated;major
[PP] [DOGFOOD] Unable to resize windows after they are shown;major
Buffer overrun assert;major
[Dogfood] Browser jumps to top of page seconds after scrolling down;major
Layout Problems using CSS;major
textarea 1 one more character than specified width & height;major
[DOGFOOD][4.xP] Textarea filled from bookmark has wrong line breaks;major
html.css: <sup> and <sub>.elements need explict line-height;major
[DOGFOOD] divide by zero in nsProgressMeterFrame::PaintBarSolid();major
[MLK] Leaking nsBlockFrame in nsGfxTextControlFrame::Reflow();major
can't select in front of first character in a line using mouse;major
[PP]Dogfood: Unable to focus or select unless user clicks outside of window and comes back;major
PNGs and JPEGs aren't displayed on FreeBSD;major
HTML button and textfield print very big;major
Crash trying http://1;major
[PP]on startup, hangs: failure to load file://../navigator.xul on linux with necko enabled;major
Page manager takes too much memory;major
NECKO: Stream blocking indefinitely;major
Add include file to support Neutrino  /cvsroot/mozilla/network/cnvts/cvextcon.c;major
NECKO: linking to empty stylesheet causes error;major
Need to finish file transport;major
[PP]http://www.whowhere.com: Page does not load;major
[PP] http://www.go2net.com/index.html - Page does not load (CSS?);major
Cannot return to webpages that have already been visited.;major
NECKO: [PP] A crash occurs in Apprunner after clicking on My Netscape.;major
"Mozilla vexes server with ""Bad Request""";major
xpviewer hangs trying to access this page;major
[DOGFOOD] Can't search for bugs by milestone;major
Semicolon in URL problem (was - assert on windows going to cbs sportsline url);major
error viewing checkin info off of tinderbox;major
sched - Form Submission (POST) not implemented in Necko.;major
Expanding ftp file structure by clicking nodes causes crash;major
nsWebShell::Init() opening registry to add a key for stream converters;major
MLK: File channel or protocol handler?;major
MLK: leak of 116 bytes - File channel or protocol handler or nsThreadPool?;major
[DOGFOOD] URL bar messed up;major
DOGFOOD: relative URLs do not resolve correctly from web-based pages (FILE: access o.k.);major
[Dogfood][Tree] Shift-click doesn't work in tree control;major
Positioning <form> with inline style sheet causes segmentation fault;major
[dogfood] Multibyte charset menu broken;major
backspace won't work in text input widget;major
Flash and Quicktime Errors;major
[GFX]Clicking on different field names doesn't change entries;major
[PP]Linux: combobox leaves you in Xserver grab;major
sched: Rewrite null termination semantics for clipboard/D&D api's;major
[DOGFOOD] Garbage bits under XP menus;major
Menus: accesskey attribute on <menu> tag doesn't work on menus in dialogs;major
Can't close windows;major
[CODE CLEANUP] Change CLSID to ClassID;major
Dogfood: Navigation keys not working in text fields;major
Proxy is not working.;major
image in frames rendered mis-assembled;major
nsCookieHTTPNotify::ModifyRequest() assumes HTTP loadgroup exists;major
Japanese Hiragana does not display when certain Big5 fonts are installed;major
Observer service should not hold strong references;major
Clicking in text entry lines (& the URL bar) causes a disk hit;major
nsLWBreakerFImp::GetBreaker() oddities;major
[BETA] JS string object function does not work on Non-Ascii strings;major
NS_IMPL_MODULE() system needs registration hook;major
[DOGFOOD][PP]Scroll bar missing from select element;major
{css1} {compat} -moz-fixed should be compat mode only;major
purify reports FMM in NavigatorImpl::GetAppVersion and NavigatorImpl::GetAppName;major
optimized build creates wrong content model, debug build ok;major
Entire right side of Bugzilla page does not show, empty scroll space;major
option.text needs to be read/write;major
[patch] build fix for nsProxyEventPrivate.h;major
Can't select in virgin text field;major
Twisty behaves differently for Symlinks on FTP sites;major
crash while viewing animated gifs with decoding problems.;major
MLK: leak of 40 bytes- nsHTTPHeaderArray::SetHeader;major
[dogfood]Setting multiple cookies at a time failing on M11;major
Cannot search on XML page;major
Form doesn't look like it should..;major
[beta][PP]gfx text input fields do not handle forward delete;major
[BETA] Disabled controls should not respond to mouse clicks;major
Recent checkin of nsprpub/pr/src/linking/prlink.c broke my Linux glibc 2.0 build.;major
text set via DOM displays in HTL password control;major
Nested in a Label element, select menu item names are cropped;major
MLK: GtkLayout structs get leaked.;major
Image Maps;major
Calling nsComboboxControlFrame::GetAbsoluteFramePosition too frequently;major
Should change Japanese fonts to display Japanese characters;major
Flickering of text control while laying out travelocity login;major
Invalid Page fault in XPCOM.DLL when file://C:\;major
[PP]enumerating a folder's contents shouldn't resolve aliases;major
The %X argument to scanf is not valid and should be %x;major
nsFileSpec problems on Windows;major
[dogfood] sched: [Beta] make inter-application copy/paste work with Japanese characters;major
content of input field doesn't show up after expanding a toolbar;major
[regression] copy failed in URL bar, assertion copying from URL bar in mozilla;major
nsComponentManagerImpl::RegistryLocationForSpec needs to be faster;major
JavaScript error-Try to open the blank windows infinitely;major
pref back-end should use JSRuntimeService, not its own runtime;major
Tables ignore font-size property;major
MLK:28 bytes leaked nsFileSpecImpl from sPref::useDefaultPrefFile();major
[DOGFOOD] Entity conversion done wrong;major
mailto:-targets in xml:link XML links does not open a messenger window;major
[FEATURE] nsWindow user notification;major
[PRINT FAIL] page fails to print in M9,M10;major
purify reports UMR in nsString::DetermineRadix();major
Scrolling before a page finishes loading wrecks havoc;major
MLK: selection leaks! (easy to fix!!);major
DOCTYPE 4.01 causes a problem with the parser;major
[PP] Combo boxes on linux don't grab the mouse;major
Files read through nsBufferedInputStream are truncated;major
[BETA1] Non-ASCII Rel Links show up in garbage on cached page;major
shift-arrowkey selection extension not working in edit fields;major
mozilla/caps/public/nsI* missing |GetIID()| methods.;major
Build fails when using objdir;major
bogus reflows generated by block code;major
Table cells do not display at all (overlapped rowspans);major
[ssl]Cannot visit new secure web sites.;major
MLK: nsScriptSecurityManager?;major
Crash when going to https://junruh/snack.html;major
nsScriptSecurityManager::GetSecurityLevel() is a performance hotspot;major
re-write DOM glue security checks to avoid NS_WITH_SERVICE();major
Security disallows opening resource URL;major
Table layout isn't correct;major
Images rendered in the wrong location;major
Cell (row?) index not accurate after inserting new row in table;major
Reflow targeting wrong - Fieldset should create child frames in nsCSSFrameConstructor;major
{compat} FORM margins not backwards compatible;major
block code reflows nested floating table with 0 mComputedWidth;major
images jump when clicked on: bad floater placement;major
Deeply nested, unbalanced tables (<table> with no closing </table>) not handled gracefully;major
CSS top&bottom margins not showing when nested inside a table;major
<table border> not showing border;major
Problems with INPUT TEXT tags;major
Cannot fill out the form;major
Combo Boxes often appear only 2 pixels wide;major
[4.xP] CNavDTD is seriously broken wrt implied end tags;major
Can't type in Netscape Webmail's to: cc: or bcc: fields;major
Animated images leak;major
Cannot print images;major
cannot load oracle site (due to javascript error?);major
Cache preferences need to be hooked up;major
"charsets not cached for ""View|Character Coding"" menu";major
<tr align=left/right/center> not working;major
Textfield prints very narrow;major
Can't ftp from granite;major
Cartman pages could not display non-ASCII;major
HTMLSelectElement.options.selectedIndex not supported;major
don't set cliprect when drawing a box's children;major
sched - MakeAbsolute performance (supporting large files) (gagan, );major
Feature Req: Boxes need to support CSS vertical-align and align;major
The security Advisor shows garbage in the bottom frame - Linux;major
Fails to download some files on a page;major
Pressing Tab in forms with focus in single-line text control does not advance to next field;major
Can't select URL field (normally after focus leaves Mozilla);major
window width/height persisted on each resize;major
Large text HTML load very very slow with WIN98, Okay on NT;major
wrong charset being selected when LC_ALL=ru_RU.KOI8-R;major
Certain JPN character are not displayed in Address Book Card;major
In NavQuirks mode, ignore line-height on block elements {ll} {compat} [TEXT];major
ASSERTION: strange position for XIC;major
Highlight text after window change does not work properly;major
SSL/PSM needs nsIFileMac changes: find by creator, launch app in bg;major
nowrap causes body to measure self wrong;major
Viewer crashes on loading new page from www.netscape.com;major
Float CSS directive causes Gecko to crash;major
first-letter bugaboo;major
floating table problems;major
floating image problems;major
too much vertical space in table cells;major
floating table display error;major
<noscript> tag not respected;major
form elements with nbsp don't give back correct measurements;major
{vmargin} top/bottom block margins and floaters don't mix well;major
List items not indented;major
{vmargin} margins and floaters interaction;major
{vmargin} collapsing margin problems;major
Pages laying out _wide_;major
netcenter promo page layout is incorrect;major
CSS height not working on floats;major
Page lays out completely incorrectly;major
www.bloomberg.com {floater};major
CRASH!!!....;major
Improper line breaks before and after href tags;major
{vmargin} vertical margins collapse when they shouldn't;major
{yikes} first-letter and editing don't mix;major
[M8] <NOBR> in smaller browser window causing element to cross table cell boundaries;major
[perf] height/width: inherit cause massive performance hit;major
{css1} margin-top does not work when parent has a border;major
head profile attribute implementation unclear;major
bulleted lists don't display properly;major
Floating problems involving tables;major
small caps style problem;major
Links not functional in left/right aligned tables;major
tons of asserts loading page;major
[PP]Input field contains character symbol by default;major
mozilla crash or freeze;major
Missing files in dist area;major
{compat} minimum width of floating elements;major
{compat} auto width floating tables;major
{compat} Aligned images have hardcoded margins;major
mozilla doesn't load frame on Coldwell Banker realty page;major
crash downloading a file with ftp;major
Linux Mozilla allocates 324MB to load a page;major
Remove browser character coding Arabic & Hebrew menu items;major
Merge all xpt files in every package: Improves startup performance by atleast 15%;major
TEXTAREA totally messes up page layout;major
"[REGRESSION]Text in combobox does not print and ""x"" appears";major
"SSL mode not using ""keep-alive"" in 4.x versions";major
[blocker]Changing COLSPAN or ROWSPAN attribute in a cell doesn't trigger redraw of table;major
Animated ads are stopping after one loop, and are then being reloaded from the server;major
www.redhat.com looks totaly wacked;major
[key] Win32 - AltGR key activates menu;major
"Clicking on form field causes table to ""jump"" to the right";major
MLK: nsIDocumentLoader;major
Dr Watson log generated running TestServMgr;major
MLK: ImageConsumer::OnDataAvailable();major
"nsFileSpecWithUIImpl ""All readable file"" filter list";major
"""Home"" is mistranslated";major
"""Search"" word in toolbar is in English";major
Can't switch applications if displaying animated GIF;major
Selection does not invert on an 8-bit display useably;major
MLK: nsXULElement and friends from GFX scrollbars;major
MLK: GCs get leaked;major
"relative links with fragments don't work if base URL ends in ""/""";major
Mozilla does not include the port on the HTTP host header;major
nsCookieService::GetCookieString returns NS_OK in all cases;major
md build broken in xpcom/libxpt/tests/;major
color picker broken;major
[DOGFOOD]Single characters being dropped from pages;major
rename Japanese character coding auto-detect module;major
[dogfood] Plugin can not draw itself on linux and solaris.;major
MLK: We leak some gtk_superwin structs.;major
dlopen() bug in FreeBSD 3.x causes problems with components, also impacts Purify on Solaris.;major
modeGetFolder- not implement cause assertion;major
DND doesn't work in mail/news on linux;major
Redirect, HTTP_Referer and screen refreshes?;major
Drag-selecting can leave selection marks on JumpTravel page;major
[regression] Available Character sets does not contain anything in Customize Character coding dialog;major
[FLOAT] Text description overlapping right table on amazon.com;major
Left side of etrade page rendered repeatedly;major
{compat} minor overlap of floated table and text;major
[FLOAT] Assertion in nsBlockReflowState::PlaceFloater;major
Crash on shutdown...  Service Manager was deleted too soon.;major
Displaying of large Jpegs and Gifs are very slow from network.;major
Crash occurs when attempting to open this url;major
Can't login to Webmail;major
Blank space between lines too big;major
mozilla crashes while loading this page.  (Attempting to create smaller testcase.);major
Array Bounds Read in nsTextFrame::PaintAsciiText();major
Quote char entities not showing up properly;major
[4.xP]Wrong acces to multi-homed sites;major
[L12y] Making Taskbar localizable;major
Need a way to get user selected text in browser window from JS;major
Linux - Can't paste to 3rd party plaintext editor;major
URL widget & browser page text allow simultaneous selection;major
host resolving stops after periods of usage;major
can't open file from file:// view;major
Tables are no longer centred;major
assert when tooltip placed on html document;major
[REGRESSION]Alphabetical sorting not working;major
need ability to control caret position/selection in text fields from javascript;major
Editor charset encoding menu needs UE implementation;major
[FIX]Listbox incorrectly resized when items added with javascript.;major
[FLOAT] if floater has a view, view not positioned correctly;major
error in Auto Detect for euc-jp;major
 @charset is not supported;major
libwidget_gtk.so has unresolved symbols;major
History feature of forward / back buttons prevents typing;major
block element closed too soon;major
<font size> was only ignored in Nav4 in section with *explicit* font-size {compat} {ll};major
Attached background image causes extremely slow page drawing;major
html select widget that is populated from JS comes up empty;major
replaceChild on a div doesn't refresh the div;major
excite.com has font issues;major
background not covering all of viewport with GFXScrollbars OFF;major
The transparent background GIF is very slow.;major
Porting problems;major
Need to implement word jump for non ASCII;major
mouseover long links causes status bar to widen, scrollbars to vanish;major
Page blanks out when window with Macromedia Flash (SWF) movie is resized;major
most of page collapses to a single overlapping line;major
Clicking scrollbar modifies selection list instead of scrolling;major
[FIX][i18n] Cannot localize file upload dialog (string is hardcode);major
Need a mechanism to convert (language, country) pair to accept-lang;major
regression: file:/ URLs no longer work;major
HTML output includes illegal end tag for empty elements;major
trees with data sources don't display inside of titledbox;major
Displayed page is blank (black): Valid XML/XHTML 1.0 + CSS 2.0;major
Using Javascript to poke in text causes html elements to become no wrap.;major
two request (second bad) sent for click on image map;major
builds: Many pages not rendering tables properly;major
nsTimerGTK changes causing performance degradation;major
quirk relating to empty P elements should be removed [P-margin];major
[PP] Startup time on Mac abysmal due to threading and file i/o issues;major
Cannot type anything in Composer at selecting Auto-Detect menus;major
[Crash] Override mode causes Netscape crashes;major
Implement Accept-Language Header according to HTTP/1.1;major
nsSupportsHashtable doesn't behave polimorphically, causing leaks in nsDirectoryService;major
crash displaying preferences cookie, mail account server panes;major
Floater without a specified width should take up remaining available width;major
[Feature] Each edit control needs a context menu;major
float percentage widths are done wrong;major
Selecting option in dropdown causes reflow, horks table layout;major
Charset Override mechanism needed for browser;major
Need charset override to complete bookmarks charset caching;major
"file downloads have ""trailing garbage"" ...";major
heap corruption in nsInputStreamChannel;major
Clearing authentication password by sending a 401;major
OpenInputStream implementations need to permit same thread reading.;major
TakeFocus fails if batching is off;major
Can't view certain URLs.;major
Mozilla allows missing end tags in XML, not well-formed...;major
MLK: nsHTTPCompressConv::do_OnDataAvailable() leaks nsByteArrayInputStream;major
reflow in Ender Lite causing repaint of entire page in viewer;major
Incremental Reflow returns different width values than Resize Reflow;major
Fails to layout ashford.com;major
document.open leaks a nsDocShell (1 ref, 2 if no doc.close());major
Link containing cgi string not being escaped correctly;major
textfields, tooltips and context menus have window's default bg color and font;major
If unqualified hostname for home page, links don't work;major
Get's a BLACK PAGE;major
page shows up blank;major
margin not included in floater max_element-size calculation;major
Table colum expands when a button is pushed;major
attribute selector parsing regression;major
[regression] Unable to handle XML errors.;major
Crashes on NT when doing many searches;major
Hard coded plugin content type strings in nsLayoutDLF break external helper apps;major
MIDI files won't play;major
HTML file with no markup doesn't display;major
Entities are dropped in transitional/strict DTD;major
Crash when collapsing mail accounts...;major
[Strict DTD] form inputs inside tables have no effect;major
textarea, input text do not size correctly;major
Using :before & :first-letter together cause crash;major
Cannot change default fonts in preferences dialog;major
{compat} ALIGN attribute needs special treatment;major
<P></P> around tables and other table oddities;major
captions are expanding size of tables;major
cannot copy from table within frame;major
Background image in tables overlap into other cells ...;major
hover pseudo-class changes color of P HTML element;major
Tasks menu accesskey not localiazable;major
<pre> element treated as inline element -- should be block;major
Can't view tables inside <ul> -- created with 4.x composer?;major
[strict DTD] attributes of SCRIPT not in content model;major
Mousewheel scrolling code needs updated for new tree;major
[feature] use nsIFilePicker to replace nsIFileWidget, nsIFileSpecWithUI, etc;major
mapping of URL's to plug-in MIME types isn't working;major
Edit Page does not load the page in composer;major
Frame with meta charset info (except iso-8859-1) does not load;major
PR_WaitCondVar(..., PR_INTERVAL_NO_TIMEOUT) broken on beos;major
Printing most international sites crashes mozilla;major
Need to have a Standard and NavQuirks Style sheets;major
ReplaceSubstring is acting funky;major
"Can't initially scroll ""Location:"" field in Bookmark properties";major
named anchors no longer work;major
Images do not print, border with alt text is seen;major
egcs 2.95 fails to compile nsCOMPtr.h on solaris x86;major
table cell background paints outside of cell boundary;major
Site crashes m16;major
Two HTTP status lines -> Can't log in to Ebay;major
content on NYTimes appears twice;major
Dragging from 3rd party application (desktop, wordpad, etc) into content area fails;major
crash calling rebuild() twice;major
[FIX]combobox in centered table not displaying;major
Composer Charset coding menu does not put the meta charset info;major
selected text not deselected when focus switched to other window;major
Drag-selecting over small caps causes bad text rendering;major
Image cache not refreshed on reload;major
floaters should stack horizontally in compat mode;major
Cannot use Components object from XPCOM JS components;major
