rounded corner (right, up) of rectangle drawn wrong;trivial
Image layout incorrect;trivial
duplicate colors in color picker;trivial
content/xsl/document/ generates layout.xpt;trivial
Test page cannot be displayed with IE5-MSXML3;trivial
Typo in printing.properties;trivial
"""Canceling"" the print dialog fires-up a print error dialog";trivial
Last cleanup of #define VIEW_SOURCE_HTML;trivial
"<other:stylesheet src=""""/> works too...";trivial
Rename the PLEventQueue event receiver window class.;trivial
Composer: Active edit mode tab should not use hardcoded white color;trivial
Incorrect smime perl script usage for message decoding;trivial
 -O3 build will open the window but segv [WAS: gcc3 -O3 Garbage characters in time on status bar.];trivial
[console] intl must not print to console in opt builds;trivial
Text width estimation should be <= instead of <;trivial
[console] mac widgets & rhapsody timer should not print to console in opt build;trivial
extra newline rendered between tables (regression?);trivial
change !NS_SUCCEEDED(status) to NS_FAILED(status);trivial
Occurances of uninitialized variables being used before being set.;trivial
table cell entry text overlaps frame border;trivial
ecma conformance: Date.p.toUTCString != Date.p.toGMTString;trivial
Avoid js_strlen() call in js_NewStringCopyZ();trivial
js/src/jscpucfg.c compile-time warnings;trivial
Tests fail if run outside PST8PDT;trivial
monkey throws EvalError instead of TypeError on o.eval();trivial
reordering pointer assignment;trivial
speedup JS_strdup() ?;trivial
date_format ignores return value of PRMJ_FormatTime;trivial
add duplicate sound icon image with '-sound' file extension.;trivial
about:blank is invalid;trivial
"""radio-check"" should not inherit=""checked""";trivial
Typo in printProgress.dtd->printComplete;trivial
Edit field line break didn't updated;trivial
last all.js checkin has bad useragent.override;trivial
"temp files should be cached in OS's ""temp"" directory not ""plugtmp""";trivial
"""Hyper Text Markup Language"" should be ""HyperText Markup Language""";trivial
[FIX]Want black combo box arrow;trivial
Remove Shockwave hack from ns4xPluginInstance.cpp;trivial
remove references to nsImageManager;trivial
en-DE = English (German) locale???;trivial
[PP]Electric fence mod for mozilla/xpcom/typelib/xpt/tools/xpt_link;trivial
Typo in WYSIWYM examples;trivial
ASSERTION: QueryInterface needed: 'query_result.get() == mRawPtr';trivial
"PR_USPacificTimeParameters uses ""std"" as internal variable name";trivial
typo in msgSecurityInfo.properties;trivial
Compiler warnings: Unused Variable;trivial
Fix some typos in nsIFrame documentation;trivial
browser.block.target_new_window listed twice in all.js;trivial
drop menu at top left-hand side not displayed properly;trivial
Clean up build warnings in nsComputedDOMStyle, nsROCSSPrimitiveValue;trivial
Cursor not changed properly over scrollbars in Linux.;trivial
Preferences should not generate build warnings;trivial
HTTP preferences have weird checkbox handling;trivial
Alphabetize queryableProperties;trivial
1-pixel blur at bottom of pictures;trivial
text-decoration:blink not working;trivial
[gtk2] toolkit-gtk2 does not compile with --disable-accessibility;trivial
[gtk2] nsWidgetFactory.cpp does not compile;trivial
CKFW incorrectly uses ## operator to create cryptoki entry points;trivial
F11 restore from full screen doesn't restore window borders snugly;trivial
Extra auto generated content for 'fieldset' and 'legend' elements using pseudo elements :before and :after;trivial
streamConverter should use NS_LITERAL_STRING;trivial
Fix comment: description of nsHTMLEntities::UnicodeToEntity();trivial
Problems with table cells alignment;trivial
The Usage() function of pk12util should mention the -v option.;trivial
comment wrong;trivial
Cleanup Transformiix code;trivial
"""deafult"" should be ""default"" in EdImageMapShapes.js";trivial
nsThread frees nsILogModule, which it doesn't own;trivial
[FIX]Replace postfix operator with prefix operator;trivial
nsHTTPChunkConv should be cvs removed;trivial
caret appears misplaced with respect to <HR> when I hit BACKSPACE;trivial
The pref css.allow isn't used and should be removed.;trivial
"Misspelled ""Cerificate"" in pk11_getDefTokName";trivial
Missing return NULL statement in nssTrust_GetCERTCertTrustForCert, pki3hack.c;trivial
Compiler warnings in xpcom/io/nsSegmentedBuffer.h;trivial
"Misleading error ""c is not a registered protocol"" when accessing chome://";trivial
implement NS_CopyNativeToUnicode / NS_CopyUnicodeToNative on all platforms;trivial
"[FIX]Uninitialized hint setting element.style.foo = ""bar""";trivial
copyright for mozilla/xpcom/ds/nsDoubleHashtable.cpp says 1998 even though it was written in 2002;trivial
Fix formatting in GIF2.cpp;trivial
"remove need for ""nsreg.dat""";trivial
nsMimeTypes.h has wrong type for APPLICATION_HTTP_INDEX;trivial
Spelling errors in Layout_Overview.html;trivial
"nsDependentCString filename(PR_GetEnv(""MOZILLA_JS_PROFILER_OUTPUT"")) => ASSERTION: nsDependentCString must wrap a non-NULL buffer: 'aPtr'";trivial
on this side, a popup  appears, in this popups, mozilla makes uncorrect line breaks;trivial
remove unused nsProxyAutoConfigUtils and nsIProxyAutoConfigUtils;trivial
[console] netwerk must not print to console in opt builds;trivial
prefetch service should set LOAD_ONLY_IF_MODIFIED flag;trivial
HTTP authentication stores rejected user/pass combos in password manager;trivial
Call SetTimeout in nsGIFDecoder2, not imgContainerGIF::EndFrameDecode;trivial
Want arbitrary contents for buttons;trivial
when keep-alives disabled, need to send connection: close to the proxy as well as proxy-connection: close;trivial
Transfer-Encoding: chunked, extra CRLF after headers -> blank page;trivial
Icon protocol handler NewURI should use NS_ADDREF;trivial
"Wording in BasicAuth username/password dialog says ""Confirm Password""";trivial
nsrpub/pr/src/md/unix.c error for BSD/OS 3.1;trivial
warning : ntinrval.c(77) : unreference variable count;trivial
warning fix : ns/nsprpub/pr/tests/join.c;trivial
warning fix : ns/nsprpub/pr/tests/thruput.c;trivial
Compile Warning;trivial
workaround for Sun Forte Update 1 compiler crash building nsLDAPMessage.cpp;trivial
nsrootidl.idl:69: Case mismatch between `PRInt32' i:/build/mozilla/extensions/cookie/nsICookieManager2.idl:61: and `PRint32';trivial
send unencrypted data confirmation contains additional button;trivial
Radio buttons have ugly rendering;trivial
'Redo' item is missing in the context menu of text controls and urlbar;trivial
Mis-sized file icon;trivial
Remove unused globals from nsDocumentViewer.cpp;trivial
"xpcom/io/nsFileSpec.cpp"", line 905: Warning: String literal converted to char* in initialization.";trivial
"xpcom/glue/standalone/nsGREDirServiceProvider.cpp"", line 300: Warning: String literal converted to char* in assignment.";trivial
`PRUint8 * array' might be used uninitialized in this function;trivial
Change jstypes.h to use __declspec instead of _declspec;trivial
ChromeWindow Object wrapped by XPConnect has members whose names shadow each other;trivial
Compiler warning in nsSocketTransportService2.cpp;trivial
HTMLCollection Object wrapped by XPConnect has members whose names shadow each other;trivial
Change NS_REINTERPRET_CAST(nsIScriptContext*, JS_GetContextPrivate(cx)) to use Static Cast;trivial
SEC_TraversePermCerts is referenced but not defined;trivial
XML pretty print expander's should get pointer cursor;trivial
Extra white zone around HR;trivial
wrong settings in Makefiles for LD when NS_USE_GCC=1 and MDUPDATE=1;trivial
Fix minor errors in perlconnect readme;trivial
"x86Rel still has a ""?"" when a CVS update is run";trivial
missing ifdef in build of libraries/liblber;trivial
"Typo: ""invlaid divisor"" instead of ""invalid divisor"" in debug code";trivial
Shutdown Assertion unconditionally says GRE failed when it might be XPCOM that failed;trivial
get rid of offline warnings in debug builds;trivial
Crash [@ nsWebShell::Create] if urildr.dll is missing;trivial
midas - fontsize listed twice in gMidasCommandTable;trivial
duplicate code in nsHTMLEditorMouseListener.cpp;trivial
Old cursor does not disappear when skipping through letters in edit box until next character is entered;trivial
Universal charset detector freq tables can be made const;trivial
Dates in ftp directory listing should use locale, not ISO 8601;trivial
In <nav006.html> JavaScript Testcase: 'navigator.platform' value should be checked for 'Win32' instead of 'Windows';trivial
In <frm003.html> JavaScript Testcase: 'Form.encoding' value should be checked for 'multipart/form-data' instead of 'Multipart/form-data';trivial
In <frm005.html> JavaScript Testcase: 'Form.method' value should be checked for 'post' instead of 'Post'.;trivial
pr_PredictNextNotifyTime in pralarm.c always returns 0 instead of delta time interval;trivial
Remove unused class nsXMLExtras;trivial
nsHTTPChunkConv is unused and should be removed;trivial
Mozilla uses default Windows XP icons for drop down lists (XP Only!);trivial
"about:cache : ""Inactive Storage"" badly aligned";trivial
"printing dialog: ""selection"" enables page from/to widgets";trivial
things Will be re-ordered to match declaration order;trivial
Header cleanup for transformiix;trivial
transformiix has its own copy of expat;trivial
BeOS build warnings;trivial
Unused variable `PRBool aCanCacheFrameOffset' in nsCaret::GetCaretRectAndInvert;trivial
unused variable `nsresult result' in nsPolicyReference::ProcessExpiryElement;trivial
unused variable `nsresult rv' in nsMathMLmactionFrame::GetSelectedFrame();trivial
[ps] warning: CreateFontPS declared `static' but never defined;trivial
ifdef WIN/MACOS(X) ConvertTwipsToPixels because it isn't used elsewhere;trivial
warning nsSampleWordBreaker::Next was hidden by nsSemanticUnitScanner::Next;trivial
warning: normalize(...) declared `static' but never defined;trivial
In method `xptiInterfaceInfoManager::AddOnlyNewFilesFromFileList' warning: unused variable `PRUint32 countOfFilesInWorkingSet';trivial
warning: `JSBool ReportOutOfMemory(class XPCCallContext &)' defined but not used_;trivial
control reaches end of non-void function GetSpecialSystemDirectory and lots of unhandled enumeration values;trivial
more data could be const in layout;trivial
warning: `PRBool IsInlineNode(class nsIDOMNode *)' defined but not used;trivial
Remove unused variable `PRBool sameNode' from nsHTMLEditorStyle.cpp:524;trivial
InPlaceConvertLineEndings(class nsAString &)' defined but not used;trivial
Do not export blapi.h, secrng.h, and pqgutil.h.;trivial
Inconsistency in link determination in HTMLStyleSheetImpl;trivial
simple grammar error in xslt failure message;trivial
Mozilla apps corrupt fonts when Windows dpi setting is changed;trivial
Some file dialogs have harcoded filter description;trivial
Second <DL> section fails to indent under very obscure circumstances;trivial
nsCSSFrameConstructor.cpp:4182: warning: unused variable `class nsIView * listView';trivial
nsHTTP:2 shouldn't include traffic;trivial
xpcexception.cpp:236: warning: assignment of negative value `-1' to `unsigned int';trivial
xpcwrappedjsclass.cpp:891: warning: unused variable `PRUnichar * sourceNameUni';trivial
Using of different phrases for the almost the same problem;trivial
unused variables in pcertdb.c;trivial
In function `nsresult Register(const char *)': warning: return of negative value `-1' to `nsresult' warning: negative integer implicitly converted to unsigned type;trivial
warning: unused variable `acrl' In function `CERT_CRLCacheRefreshIssuer';trivial
remove CFM build files from NSS;trivial
nsCAutoString charsetBuf is unused;trivial
Removed unneeded include file nsWidgetsCID.h from nsAutoCopy.cpp;trivial
Cleanup NS_METHOD_GETTER_STR/NS_METHOD_SETTER_STR;trivial
assignment discards qualifiers from pointer target type in `pr_LoadLibraryByPathname';trivial
Symbolic manipulation error in mozilla/js/src/fdlibm/e_sqrt.c;trivial
remove nsCCookieManager.h in favor of nsNetCID.h;trivial
warning: initializer does not fit or is out of range: -1;trivial
JS_ReportOutOfMemory() redundant;trivial
unused variable `nsresult result' in function `int main(int, char**)';trivial
Table inside button changes size;trivial
Invalid testcases in DOM JavaScript testsuite: browser is working right, but testcase (may) fails;trivial
remove CFM build files from NSPR;trivial
"mozilla/nsprpub/pr/tests/servr_uk.c"", line 66.9: 1506-236 (W) Macro name STACKSIZE has been redefined";trivial
need to list both native font names and English names in  font.name-list.* for CJK fonts;trivial
Compile warnings for content/html/style/src.;trivial
warning: unused variable `i' In function `filter_certs_for_valid_issuers';trivial
warning: unused `newKey' variables;trivial
warning: unused variable `rv' In function `PK11_TokenRefresh';trivial
unused rv variables in secoid.c;trivial
In function `CERT_FilterCertListByUsage':2607: warning: unused variable `dummyret';trivial
warning: unused variable `home' In function `fort_LookupFORTEZZAInitFile';trivial
Collation should be freed [@nsMsgDBFolder];trivial
warning: unused variable `nsresult rv' in member function `nsDocShellEditorData::~nsDocShellEditorData()';trivial
Warning ``assignment to undeclared variable uri'' [xs] in file ``chrome://cookie/content/cookieContextOverlay.xul'', line 53, character 0.;trivial
nsObjectFrame.cpp Warning: String literal converted to char* in initialization.;trivial
change NS_IF_ADDREF to NS_ADDREF in nsNativeScrollbarFrame::FindScrollbar;trivial
"The file ""text,file"" is of type text/plain (Text File), and Mozilla does not know how to handle this file type.";trivial
Wrong captions in Printer Error / Print Preview Error dialog;trivial
fix some build warnings in netwerk;trivial
Warning: C++ style comments are not allowed in ISO C89;trivial
warning fix : ns/nsprpub/pr/tests/select2.c;trivial
warning fix : ns/nsprpub/pr/src/threads/prcthr.c;trivial
warning fix : ns/nsprpub/pr/src/threads/combined/prucv.c;trivial
warning fix : ns/nsprpub/pr/src/threads/prtpd.c;trivial
CSS Errors in xmlterm;trivial
CSS Errors in content/x?l/tests;trivial
SECKEY_ECParamsToKeySize should be declared in a header file.;trivial
IS_CJK_CHAR should not return true for u > 0xFFEF;trivial
Uninitialized variable in mozilla/netwerk/protocol/jar/src/nsJARChannel.cpp;trivial
mozilla/htmlparser/src/nsParser.cpp line 1766 interuptted should be interrupted;trivial
 --enable-trace-malloc is broken;trivial
"suggest more intuitive way to get to ""Cookie Sites"" tab from Preferences";trivial
about:cache title capitalization inconsistent;trivial
warnings about conversion from 'int32' to 'char' and 'jschar';trivial
Dialog boxes have vague names;trivial
Dead replaced node remains in layout after replaceChild();trivial
js_DecompileValueGenerator doesn't take a JSBool;trivial
Unknown gopher document types give strange error message;trivial
Deeply nested span text elements lose visibility;trivial
LL_INIT should use PR_UINT32, not PR_INT32;trivial
remove nsSample.js comment about bug 14460;trivial
nsXPCOM.h included twice;trivial
nsIStreamConverterService uses InitialCaps in idl instead of interCaps;trivial
nsIStreamConverter uses InitialCaps in idl instead of interCaps;trivial
classic privacy dialog icon is a modern picture;trivial
no license block in nss/cms/pk11util/pk11table.c;trivial
"""View Stored Cookies"" button needs a better name";trivial
nsIProxy should be cvs removed;trivial
Unused variable 'i' in pk11_DestroySessionObjectData(), lib/softoken/pkcs11u.c;trivial
`Resolving host xyz.foo.bar...' should be `Looking up xyz.foo.bar...';trivial
Apply NS_HIDDEN to necko net_ helper functions;trivial
Useless/unreachable stale code from 1999 in GlobalWindowImpl::SetTimeoutOrInterval;trivial
Mismatched new[]/delete in nsTextFrame.cpp;trivial
view-source on blank page shows <html><body></body></html>;trivial
signtool sources are a MESS - no single coding style;trivial
Various invalid XBL documents due to extraneous text;trivial
Uninitialized mChangedList in nsPermissionManager;trivial
redirect_loop.{xul,dtd} seems unused;trivial
[FIX]no newline with preformatted text when there is quotation mark at the end of the line;trivial
Assertion in CNavDTD.cpp (htmlparser code) when loading netscape.com;trivial
"Typo in new ""privacy level"" cookie dialog - explicity";trivial
Scrolling using gray area of scroll bar should move to pointer location;trivial
Double clicking outside bounds box of field still selects text;trivial
Cookie Manager. The table grid line is not aligned with header;trivial
progressListener.QueryInterface should not throw NS_NOINTERFACE for nsISupports;trivial
Use proper minus character for XML document tree display;trivial
add back whitespace after colon in about:cache extended display;trivial
GetService klookandfeel instead of CreateInstance;trivial
"Thunderbird prefs.js mentions ""browser""";trivial
"when ""Regional Options / General"" locale is set to ""Serbian (Latin)"" or ""Serbian (Cyrillic)"" wrong display of date in Page Info (Ctrl + J)";trivial
/Users/timeless/mozilla/embedding/components/printingui/src/mac/nsPrintingPromptServiceX.cpp:67: warning: `const char*kPrintProgressDialogURL' defined but not used;trivial
/Users/timeless/mozilla/layout/html/base/src/nsObjectFrame.cpp:3931: warning: `void ConvertTwipsToPixels(nsPresContext&, nsRect&, nsRect&)' defined but not  used;trivial
Text in cookie confirmation dialog doesn't wrap;trivial
Why is the error reporting accumulating a second expectation?;trivial
Return code from Peek saved but not checked in nsScanner::ReadUntil;trivial
LL_INIT(0, -1) is wrong;trivial
Dead code removal in htmlparser/src/nsElementTable.cpp;trivial
compiler warnings in pki3hack on Solaris AMD64;trivial
Duplicate #define of MAX_POLLING_INTERVAL;trivial
###!!! ASSERTION: Form control has a frame, but it's not a form frame;trivial
tidy up popup blocking code;trivial
Peculiar code in DivideBCBorderSize;trivial
[FIX] warnings when compiling nsDOMCSSDeclaration.cpp ('cl' only I think);trivial
Rename two of three buf local variables in nsHttpChannel::SetupTransaction;trivial
punycode.c:130: warning: signed and unsigned type in conditional expression;trivial
CERTCertificate.nsCertType is unsigned int but is passed to PR_AtomicSet;trivial
certutil typo: futuer should be future;trivial
nsHttpHandler uses nsXPIDLCString for no apparent reason;trivial
Make PK11_CreateSymKey static;trivial
Minor tweaks to nsSelection;trivial
Remove PKCS11_USE_THREADS and PK11_USE_THREADS;trivial
return NS_ERROR_OUT_OF_MEMORY when NS_NEWXPCOM fails;trivial
bad line in nsCacheService.cpp;trivial
pk11_getKeyFromList can call PORT_Alloc instead of PORT_ZAlloc;trivial
Remove the PKCS11_STATIC_ATTRIBUTES macro;trivial
Unnecessary private exports from lib/softoken;trivial
Array.join(undefined) should use ',';trivial
Bad parsing of ]> in CDATA in view source;trivial
r:\mozilla\layout\generic\nsBlockFrame.h(628) : warning C4099: 'nsBlockFrame::nsAutoOOFFrameList' : type name first seen using 'struct' now seen using 'class';trivial
"In <globalOverlay.js>, (2) ""Warning: function goQuitApplication does not always return a value""";trivial
GC old code?;trivial
Remove nssBestCertificate related dead code;trivial
nsCSSParser.cpp:935 Comparison between signed and unsigned integer expressions;trivial
nsDocumentViewer.cpp:1329 unused variable `PRBool updateHistory';trivial
editline can add non-unique lines to history;trivial
please reuse the cached Length() value;trivial
secport.h comment confusion;trivial
Make noAccess/allAccess/sameOrigin consistently intercaps in the source tree;trivial
"Hard-coded application name ""Navigator"" in ""Illegal plugin operation"" error message";trivial
nsStyleSet.cpp: disordered list in comment;trivial
Assert message inserts bogus newline in XPConnect is being called on a scope without a 'Components' property!\;trivial
[console] htmlparser must not print to console in opt builds;trivial
Duplicate include in nsDataObj.cpp;trivial
canHaveExplicitInherit seems unused;trivial
Redirected about channel has wrong original URI;trivial
Size of progress bar in print progress dialog depends on length of page's title;trivial
SEC_ERROR_INVALID_PASSWORD is defined but not used;trivial
warning C4047: 'return' : 'foo *' differs in levels of in direction from 'int';trivial
Integrate warning fix from Adobe for e_pow.c and e_sqrt.c;trivial
JSLL_UCMP missing from !JS_HAVE_LONG_LONG builds;trivial
Remove all files in  parser/htmlparser/tools from CVS since they are obsolete (genentities.pl, gentags.pl);trivial
JS Test Library - remove anchors from jsDriver.pl output;trivial
Update spidermonkey-n.tests to eliminate obsolete tests;trivial
Typo in a comment in nsICache.idl;trivial
cvs remove three dead makefiles;trivial
duplicate symbol warnings during linking of the root cert module;trivial
unused variable warnings in QuickDER;trivial
warning during freebl build on Solaris;trivial
all.pl should echo the value of BUILD_OPT;trivial
chardet.alis_charset_detector.title in charsetTitles.properties is waste;trivial
Fix interface inconsistencies in parser;trivial
wrong comment in l10n resource pref-addressing.dtd LDAP;trivial
ssl_V3_SUITES_IMPLEMENTED is off by 3 when the FORTEZZA cipher suites were removed;trivial
replace PR_CurrentThread with PR_GetCurrentThread;trivial
directory/xpcom/public/nsLDAP.h should go away;trivial
"Silence assertion ""found non euro modifier"" in OS/2 debug builds";trivial
Bogus closing tag syntax comment parsed as an SGML comment;trivial
plevent.h gives bad advice;trivial
httpget.c is really hard to read because of indentation and tabs;trivial
Add Interlingua [ia] to Languages list in Preferences;trivial
Character spacing bad in Cairo with ClearType enabled;trivial
Avoid compiler warning in nsFrame::GetSelectionClosestFrame();trivial
missing error page descriptions;trivial
"The selection colors are always reversed in non-html editor(when the system color set is ""silver"")";trivial
Incorrect check of PR_Malloc failure in nsScriptSecurityManager.cpp ligne 3277;trivial
showAutoscrollMarker code is wrong in special situations;trivial
Too long string in file not found xul error page isn't wrapped;trivial
Typo in comment in fix for bug 187772;trivial
UniversalChardetTest.cpp(65) : warning C4800: 'const PRBool' : forcing value to bool 'true' or 'false' (performance warning);trivial
remove [noscript] from nsICookieManager2::add;trivial
idl comment for containsNode is corrupt;trivial
The undetermined progress bar/meter draws the blue bar outside the left and right borders;trivial
Remove duplicate string constants in jsnum.c;trivial
js.mak clean targets fail to clean up pch's;trivial
Ambiguous documentation for JS_RemoveRoot();trivial
Comment wrong in nsSelection.cpp;trivial
Minor string parser coding error in nsIconURI.cpp;trivial
make NS_IsNativeUTF8 inline where it returns PR_TRUE/FALSE;trivial
NSS builtin certificate module manufacturer is Netscape;trivial
remove obsolete mouse wheel code in nsWindow.cpp;trivial
nsIAboutModule documentation outdated?;trivial
Duplicate line in ec_GF2m_validate_point;trivial
word-spacing plus white-space: pre lead to incorrect pref-size;trivial
Coverity 173, dead code in mozilla/security/nss/lib/softoken/pkcs11c.c;trivial
Coverity 508, dead code in mozilla/security/nss/lib/softoken/dbmshim.c;trivial
"Extraneous semicolons cause ""Empty declaration"" compiler warnings";trivial
Three Array.prototype methods have wrong length;trivial
[FIX] Don't warn when ALT attr is missing in markup;trivial
Coverity 506, dead code in mozilla/security/nss/lib/ssl/sslmutex.c;trivial
update references 140-1 to 140;trivial
mPrintPreviewObs.QueryInterface should not throw NS_NOINTERFACE for nsISupports;trivial
Useless null check of ss in ssl3_config_match_init;trivial
Coverity 171, dead code in mozilla/security/nss/lib/softoken/pcertdb.c;trivial
Coverity 170, dead code in mozilla/security/nss/lib/freebl/pqg.c;trivial
Coverity 172, dead code in mozilla/security/nss/lib/softoken/keydb.c;trivial
item cleanup is unused DEADCODE in SECITEM_AllocItem loser;trivial
nsslowcert_UpdateSubjectEmailAddr doesn't consistently use emailAddrs as a guard of nemailAddrs guarding emailAddrs[0];trivial
Leak in NSResOpenTable & NSResCreateTable (dbm/src/nsres.c);trivial
Coverity 163, dead code in mozilla/security/nss/lib/ssl/ssl3con.c;trivial
Coverity 681, dead code in mozilla/security/nss/lib/ssl/ssl3con.c;trivial
Coverity 446, dead code in mozilla/security/nss/lib/certhigh/ocsp.c;trivial
Coverity 447, dead code in mozilla/security/nss/lib/certhigh/ocsp.c;trivial
Coverity 411, dead code in mozilla/security/nss/lib/certdb/stanpcertdb.c;trivial
Javascript strict warnings : function _ does not always return a value;trivial
"HTTP auth dialog is titled ""Prompt""";trivial
nsStringBundle is too noisy when given an invalid URL;trivial
nsZlibAllocator is dead (not used) and can be removed from cvs;trivial
Very little bug in MatchesBaseURI;trivial
strict aliasing bugs in mozilla/dbm;trivial
[Mac] Text selection not per HIG (not selecting entire line);trivial
scrollbar gets painted slightly funny when scrolling slowly;trivial
Unused params warnings in nsJSEventListener.cpp;trivial
warning: `int posix_locale_category[6]' defined but not used in nsLocaleService.cpp;trivial
Coverity 516, Dead code in mozilla/security/nss/cmd/lib/secutil.c;trivial
Useless assignment statements in ec_GF2m_pt_mul_mont;trivial
use of uninitialized data in fipstest;trivial
Fix code comment above blacklisted ports list in netwerk/;trivial
init SECItem derTemp in crmf_encode_popoprivkey;trivial
"necko.properties: Change \"" to "" and 'log into' to 'log in to'";trivial
Unused variable warning - nsHashPropertyBag.cpp:181;trivial
[fa-ir] is not mapped to Persian/Iran;trivial
please stop exporting these crmf_ symbols;trivial
Workaround for bug 193298 no longer needed in customizeToolbar.js;trivial
Update misc version strings for NSS 3.11.3 release;trivial
Update misc version strings for NSPR 4.6.3 release;trivial
