page doesn't complete loading;normal
parser:  frameset terminates early;normal
media attribute values are parsed incorrectly;normal
hang assert when interrupting doc load;normal
Layout error -- <P> inside of <UL> breaks <TABLE>;normal
"Sample 0 doesn't display ""Italic Verdana"" properly";normal
layout of form elements messed up;normal
List parsing;normal
Parsing html with missing;normal
Attribute value not correctly parsed;normal
Parser regression;normal
One word is way too low;normal
Optional end tags not optional;normal
Invalid html in table;normal
Parsing table;normal
right and bottom margins on HTML is incorrectly sized;normal
Default Namespaces don't work in XML;normal
Crash when switching between test app 9 and 2;normal
Backward Adaptor Needs to provide a Service Manager;normal
BUTTON element style is different from INPUT element buttons;normal
INPUT attribute TABINDEX not implemented;normal
SELECT attribute TABINDEX not implemented;normal
TEXTAREA attribute TABINDEX not implemented;normal
media on stylesheets no longer working;normal
Many problems (messed-up table and background color/foreground text color most prominent);normal
Parsing comments;normal
Parsing table;normal
build 011999 renders table cell improperly;normal
Parsing list in table;normal
Bad rendering of table/text;normal
http://www.nasa.gov: Portion of main table should be restricted to 600 pixel width;normal
http://disney.go.com/: chrome box at top does not lay out properly;normal
Comments are displayed on page;normal
inherit keyword doesn't work for auto margins;normal
Background does not cover entire page;normal
Can't build current CVS Tree (21.1.99) Getting internal compiler error;normal
Table must be re-sized to render correctly;normal
TEXTAREA elements do not render contents;normal
Parsing list in table;normal
Nested lists;normal
Parsing invalid html;normal
lists (UL,LI) do not end correctly.;normal
</ul> tags don't seem to be recognized.;normal
nested list parsing problem;normal
Canvas is three pixels too wide for viewport, causing scroll bar problems;normal
Switching alternate stylesheets causes viewport shift;normal
The CSS @import construct really is incorrectly parsed.;normal
[PP] Checkboxes don't display;normal
Malformed HTML hangs parser;normal
BLOCKQUOTE indent disappears part way through document;normal
percentage widths done wrong (regression);normal
Rendering of my single row table;normal
<p> break not shown between </span> & <address>;normal
Crash with clsid specified for ActiveX control;normal
"Setting a ""display: table-cell"" style rule on a SPAN crashes viewer";normal
Table nested in table with pre-set WIDTH yields truncated table content (I think);normal
Stray semicolon not parsed as part of selector;normal
ex and em units are way off;normal
gaps with absolute positioning of auto;normal
right not inheriting for absolutely positioned elements;normal
page bizarrely long;normal
nsServiceManager::ReleaseService cannot handle different IID which share the same CID;normal
Events don't work with fixed positioning;normal
body text of page is truncated;normal
NAV compatibility: <p> auto-closure at <form> and <hr>;normal
"inconsistant treatment of $self->{""_self_obj_""} in Entry.pm";normal
Crash clicking on Print button: nsScrollbar::SetParameters;normal
Site horribly misrendered, reports a BUG;normal
position attribute of style ignored;normal
Absolute positioning is totally hosed;normal
registry can't handle '/' '\' and '=' characters;normal
When one BUTTON is clicked multiple visual feedback is given;normal
rollover for grippies doesn't work unless toolbox starts at top of window;normal
script element is not processed when nested;normal
inherited virtual function is hidden;normal
View manager fails to check return values;normal
adjacent sibling selector quirks;normal
whitespace handling in attribute selectors;normal
no green background, no orange strip on this page;normal
Adjacent sibling selector fails unless content is well-formed;normal
Improper line break with DEL tag following a P tag;normal
[BLOCK] [PP] gtk+: Double click not handled (in tree view);normal
Style changes not removed from table cells on reflow.;normal
second element in table is almost infinitely large;normal
Disabled BUTTONs still give visual feedback;normal
First time toolbar layout incorrect (buttons too big);normal
Need a TextWidth() call that take word/letter spacing into account;normal
MLK: Tokenizer or Parser;normal
[BLOCK] throbber: titlebutton ignores list-style-image;normal
NS_IS_MOUSE_EVENT() not looking for DOUBLECLICK, LEFT_CLICK;normal
Uninitialized memory read in nsParser::ResumeParser();normal
getenv() should be PR_getenv();normal
Loading American Airlines' Web page results in a blank window;normal
Raptor doesn't jam;normal
timer requests for throbbingN.gif;normal
File select control has bad title;normal
Specifying both width & height for an applet crashes Mac;normal
Mozilla M3 ignores bgcolor attribute of body tag.;normal
Higlighting text causes problem.;normal
patches for xpcom/src;normal
Body onLoad Problem;normal
OBJECT image does not render if mimetype missing;normal
nightly build 30.3.1999 crashes;normal
IMAGE not supported (as IMG substitute);normal
viewer: toolbarTest1 crashes;normal
Crash in raptorhtml at loading of www.coolsavings.com;normal
Open File dialog no longer shows up;normal
build error on HP-UX with aCC;normal
bugsplat takes forever to load;normal
pseudo-elements cannot be positioned;normal
FE_StrfTime requires improvement;normal
too generous on pseudo-element matching;normal
ignoring margin-right and margin-bottom on absolutely positioned elements;normal
Redirect with window.location does not redirect the page.;normal
Print Preview Assert;normal
Unclosed -p- tag handled incorrectly;normal
parser now requires some end tags when before it didn't;normal
inherited virtual function hidden;normal
inherited virtual function hidden;normal
Print Preview: Mixes multiple views into one preview;normal
TempReflow() Needs To Get Fixed;normal
nsHTMLButtonControlFrame and incremental reflow;normal
Links with BR tags in them give bad visual feedback when clicked;normal
ISO-8859-1 should be converted as CP 1252;normal
Jan26:http://www.hotbot.com: Form does not render background-color;normal
A attribute tabindex not implemented;normal
BUTTON attribute TABINDEX not implemented;normal
[BLOCKER] no horizontal scrollbar, vertical scrollbar not always available;normal
Unix: locale and uconv tests stopped linking;normal
Unix: locale and uconv tests stopped linking;normal
View source of xml file brings up window that never renders;normal
Shockwave and the Gecko Beta do not seem to get along;normal
View Source omits # character;normal
"BODY attributes ""marginwidth"" & ""marginheight"" not supported";normal
[4.xP] 99012512 table render problem on yahoo;normal
part of table is not displayed;normal
Only a small part of a table cell responds to user events;normal
table layout problems;normal
Transparent borders are not implemented/do not work;normal
libplds21.so: can't open file: errno=2;normal
BUILD: messages about OSF in Linux build;normal
plevent.c: blocking pipe reads and writes may freeze the Communicator;normal
PR_CEnterMonitor does not initialize NSPR implicitly.;normal
PL_GetNextOpt asserts if an option with an associated value is not immediately followed by its value.;normal
Feature test macro for pthread_attr_setscope;normal
PR_Log crashes on unix platforms when ...;normal
PR_ImportFile, etc. should initialize NSPR implicitly.;normal
PR_SetThreadPriority should cast enum PRThreadPriority to a signed int before doing comparisions;normal
Incorrect display of CP-1250 pages in Unix version;normal
Those URLs do not get loaded in 5.0(europeen sites);normal
ANSI C++ violation in nsTransferable.cpp;normal
Browser not handling character refs by number;normal
Going to Quality Assurance and then Contacts, the Back button doesn't work.;normal
Change BASEFONT content object to return a RECONSTRUCT_EVERYTHING hint for attribute changes.;normal
BODY background cascading problems;normal
[PP]cosmetic problems with popups and lists;normal
Link border colors around images;normal
View source cut/paste problem;normal
SetInitialChildList methods need rework;normal
Table background & Progressive Rendering problems;normal
scrolling goes wrong when cursor is at the top of the main text;normal
crash on apprunner startup and crash on loading XUL in viewer;normal
libjpeg, libpng functions don't resolve since ImageLib 2 checkin;normal
image doesn't render due to \n in SRC attribute;normal
[PP] Scrolling pages with TEXT/TEXTAREA fields munges toolbar chrome;normal
[PP]Linux only: Radio and Check buttons not functioning correctly;normal
Images not precached;normal
Problems with 'Show clipboard' functionality;normal
modules/libimg/png contains outdated pngconf.h;normal
www.quicken.com (nested tables) lays out poorly;normal
navigator.mimetypes array does not work (blocked on with(document));normal
<p> tags inside links result in an extra line break;normal
Main frame drawn incorrectly;normal
warnings: hiding inherited virtual functions;normal
Some html tags in a <pre> zone change the preformat layout;normal
"<P ALIGN=""CENTER""> tag";normal
Font color blue it too light for links on Big Reports table;normal
Left & Right-most table column appears at top of page;normal
[PP]External CSS styles cause page to be rendered twice;normal
"""Transferring data"" words are constant on 1999050718";normal
View Source collapses linear whitespace sequences;normal
[PP]Crash on loading http://www.real.com;normal
<FONT SIZE=> yields extra large font;normal
TABLE align=right doesn't work;normal
visited links don't show up in different color;normal
Table cells shrink on reflow;normal
Does not display at all or displays wrong;normal
Apprunner crash on startup if npmidi32.dll is found in comm451 plugin folder;normal
table cell height attribute is not respected in this example;normal
Background does not display.;normal
CSS character escapes should be fully supported;normal
Empty cells too wide/tall;normal
[PP]www.redhat.com looks wrong when using mozzila m4;normal
ANSI C++ violation in nsViewManager.cpp;normal
text/plain converts <--> to <->;normal
TextTransform does not work on CSS for non-ASCII;normal
[PP]Toolbar example has no toolbar buttons or crashes;normal
borders on inline element;normal
Performance of style= attribute;normal
Error with text selection in example 6:Table stress test;normal
Charset Handling- META charset not being honored on first load of a page;normal
compile-et should put comments in generated .h file;normal
TABLEs with 'width' attribute cannot be centered;normal
View source incorrectly showing end tags for style and script elements;normal
ScrollFrameIntoView called with reversed arguments in nsPresShell;normal
<P> does not display new line;normal
<em> and <strong> breaks formatting inside <ins>;normal
PRE element: width attribute is not honored;normal
Crash in initial layout of empty framesets;normal
PRE element: spaces are not honored;normal
<FONT><SELECT></FONT><OPTION>: Nav 4 compatibility;normal
javascript error: frame has no properties;normal
Message appears twice;normal
pull down menu does not layout properly;normal
Fixed Background and Text alignment;normal
[BLOCKER] Views with borderless top level windows;normal
Line-wrapping not working;normal
layer with overflow:scroll not correct width?;normal
Displays funny;normal
Style sheet rendering foobar'ed;normal
Clicking button displays raw XML markup instead of formatted page.;normal
nsDLL leak in nsComponentManagerImpl::AutoRegisterComponent();normal
Patch for PropertiesTest.cpp;normal
Patch for xpcom/tests/Makefile.in;normal
Patch for TestObserverService.cpp;normal
[BLOCK] Window onunload handler called when child frame is unloaded;normal
Repeated re-display causes crash;normal
table cell widths crazy when window is large;normal
table-layout:fixed not distributing extra space;normal
Background image does not display;normal
<dt> .... </dt> not formatted correctly?;normal
Page crashing all platforms when utilizing word search.;normal
NSPRPUB_RELEASE_3_1_BRANCH;normal
List in Table not displayed as list.;normal
[PP] page with <br clear=all> before </center> shows blank;normal
"""charset"" parameter not recognised in ""text/css"" mime type";normal
many page-framing tables render badly;normal
The debug Viewer Demo #6 (nested tables) doesn't display properly;normal
Page loading is synchronous for embedded stuff like stylesheets;normal
Mozilla fails to render www.slashdot.org correctly.;normal
FIELDSET right border edge disappears, perhaps due to enclosed FLOAT element?;normal
Cellspacing has problems when a width is specified;normal
Need implementation of accept-language -> nsLocale parser;normal
P tag behaves as BR tag in tables at first instance...;normal
background-position and enumerated values;normal
Fixed table layout doesn't work;normal
Incomplete cleanup in failure case in IL_GetImage;normal
Parser crash at http://bugzilla.mozilla.org/query.cgi;normal
[4.xP] Form displaced laterally;normal
why not cache nsGlobalHistory object?;normal
Page reports Javascript not enabled;normal
CDATA sections in XML documents are not handled properly;normal
[PP] Styled text is offset leftwards, only on Mac OS;normal
placeholder bug for me for the removal of the static kISupportsIID from QueryInterface;normal
[PP]Display Cookies, Display Signons crash on Linux;normal
remove nsImageButton from xpwidgets;normal
Tables & Background;normal
background attribute of table element not supported, but NOVA does;normal
[PP]animated gifs print differently each time they are printed;normal
[4.xP] GIF does not serve as link;normal
Tons of compiler warnings in gfx/src/ps;normal
The XML DTD should stop sending tokens to the content sink after processing the XML Error token;normal
App crashes on reload after trying to log in;normal
Need nsJSUtils::nsGetNativeThis(JSContext *cx, JSObject *obj);normal
The sccs and rcs id strings are optimized away by the compiler.;normal
[PP]Build fails if DIST path contains symlinks (sometimes);normal
remove extraneous printf for v3.1.1;normal
User-specific configuration and overrides of NSPR build system;normal
_PR_MD_LSEEK64 tests for the failure of SetFilePointer incorrectly.;normal
Need to define libVersionPoint() for libplds and libprstrms;normal
MIPS3 support on IRIX;normal
plarenas.h is missing the include-once macro define;normal
The static lib version structure for libnspr3 and libplc3 are incorrectly named (still referring to libnspr21 and libplc21);normal
Change color.cpp to handle RGB byte ordering for Photon GUI;normal
[PP]menu item randomly disable in long menu.;normal
table issue to do with bgcolor;normal
{compat} <P> tags in links break links;normal
[PP]Mac: missing Apple and application menus;normal
Unicode Conversion- ISO-2022-JP page does not display hankaku katakana characters;normal
shouldn't load all alternate stylesheets before displaying;normal
Javascript error in Navigator.xul;normal
Table row backgrounds not working;normal
style sheets partially used during load;normal
Default namespace preventing display of images in XML document (M5);normal
Invalid @import rules causing rest of stylesheet to be ignored;normal
Floating element problems;normal
MLK in typelib;normal
Reloading 4.x plug-in that uses SDK C++ framework crashes;normal
"""The dynamic link library IML32.DLL could not be found"" NT4";normal
[BLOCKER] Pages containing OPTGROUP elements hang the viewer;normal
document loads too slowly;normal
Full-screen plug-in: throbber never stops;normal
nsObjectFrame::Reflow uses deleted string;normal
M3: HREF TARGET= works in Viewer but not AppRunner;normal
HTML4: <FIELDSET><LEGEND>Title</LEGEND></FIELDSET>;normal
[PP]Mac: meta characters get interpreted in menus;normal
Unix compilers don't like taking address of automatics (patch);normal
Attributes being given default namespace;normal
[PP] Mac GFX draws lines one pixel too long;normal
titledbuttons don't display at all if not given an image;normal
If last menu item is a submenu, then you get double menus;normal
case insensitivity in xml parsing;normal
residual style problem - style leaks;normal
Default namespaces not implemented;normal
Charset Handling- Problem displaying proper document charset in frame element;normal
Missing background image, incorrectly placed text.;normal
Still some things broken (in 1-22-99 build of viewer downloaded from nightly builds);normal
REGRESSION: tab doesn't get you to next field;normal
www.mozilla.org doesn't fully load - graphics missing;normal
regression font request;normal
incorrect table layout;normal
MLK:  nsScriptNameSpaceManager;normal
I18N needs Unicode input;normal
Missing .xpt file causes crash;normal
[PP] CornerView displays garbage;normal
Clipboard: transferable IsDataFlavorSupported always fails;normal
Code that should be deleted?;normal
Modal dialogs aren't 100% modal;normal
Nested object elements;normal
toolbox has bottom margin at startup;normal
[feature] OpenDialog() needs a usuable c++ interface;normal
UMR: nsRangeList::TakeFocus();normal
clicking in white space selects nearest link;normal
selection error in nsTextFrame.cpp?;normal
Uninitialized memory read in nsRangeList::TakeFocus();normal
UMR:  TextFrame::GetPosition();normal
Can't copy first letter of text on page;normal
selecting text in front of an image seg faults;normal
UMR: TextFrame::PaintAsciiText() and into GTK land;normal
nsRangeList::Clear() not resetting focus and anchor nodes;normal
Selecting in view source window unacceptably slow.;normal
[PP]Linux only: Edit - Copy not working;normal
Select All does turn on selection display selected;normal
GetPosition in nsTextFrame is slow;normal
nsISelection needs to be XPCOM'd;normal
Selection draw incorrectly at beginning of line;normal
Page scrolls back to cursor position instead of following link;normal
[PP]problems with text selection when position:absolute is used;normal
Selection then Minizing/Maximizing causes crash;normal
UMR: compareFrames() (nsRangeList.cpp);normal
Selecting text;normal
if text is selected, scrolling page doesn't stick;normal
[PP]selecting text in location bar causes mouseover on buttons;normal
MLK: nsCaret leaks in reflow.;normal
Parsing embed tag;normal
XIF: Large static data table is duplicated in 2 places in the code;normal
MLK: CSharedParserObjects;normal
XIF: table border attributes output garbage.;normal
Should be links, the text shows, but not as a link.;normal
Crash!!!! - Loading external style sheet;normal
Stylesheets do not change size;normal
" @media rule for ""screen"" not working";normal
Paser ignores Unicode conversion error;normal
[PP][BLOCKER] GTK Borderless top-level windows;normal
Can't type in find dialog text field;normal
popup menus on editor toolbar bring up 1st displayed;normal
[PP]Quick Start button on Big Chart table not displaying;normal
nsButton not initializing mRefCnt;normal
[PP] Insensitive form elements are not.;normal
XML documents are broken when veiwed with file:// protocol;normal
[PP][NATIVE-WIDGETS] URL field overflows onto Mac OS vertical scroll bar;normal
[PP]Jan22:Toggle buttons lack labels;normal
Labels missing on buttons;normal
Password text field shows contents in clear-text;normal
"align=""right"" tag on throbber button being interpreted as label";normal
[PP]Draggable frame separator impossible to drag;normal
[PP] Linux XP Menu items don't work;normal
Bug (and comments) for widget/public/StringUtil.h;normal
MLK: GTK leaking cursors;normal
Small fix for widget/src/motif/nsTextWidget.cpp;normal
Unnecessary redraws;normal
Pop-up ads get drawn where you can't close them;normal
[PP]Radio buttons aren't drawn properly;normal
[PP]Incorrect aliasing of chrome directory on Mac;normal
Live window resizing can be too slow;normal
[PP] Password revealed in form password field;normal
Keyboard keys do not functions correctly in text input widget;normal
Scrollbars have cosmetic problem;normal
Error in Makefile  widget/src/xpwidgets;normal
Scribble (widget test) won't compile on AIX;normal
ua.css has strange rules for tables;normal
{compat} Quirk: </BR> tag (?) not supported;normal
TOP100- hotbot.com - not rendering correctly;normal
Hardcoded library name in mozilla/intl/strres/tests/Makefile.in;normal
Need implementation of Windows key event to Unicode translation;normal
[PP]Need implementation of Macintosh OS Event to Unicode translation;normal
nslocale.dll: remove RegisterComponent() calls;normal
Incrementing wrong counter;normal
u*.dll: remove RegisterComponent() calls;normal
cleanup - lwbrk.dll & unicharutil.dll: remove RegisterComponent() calls;normal
Need to implement GetIID for all intl interfaces;normal
"""user defined"" encoding converter";normal
Monospace font not applied;normal
 @font-face parsing broken;normal
Key events need to be converted to Unicode before propagation;normal
Pasting copied text adds tags to text;normal
MLK fix in nsStringBundle;normal
There are compilation ERRORS on Motif;normal
LABEL element problematic;normal
Memoware won't load with 5/5/99 Mozilla;normal
[PP] Forms buttons black until mouse-over;normal
[PP] Selected text does not invert properly;normal
[PP] Double click in text field does not select all;normal
"A code-section ""if (cond) {IFBLOCK} else {ELSEBLOCK}"" with IFBLOCK identical to ELSEBLOCK";normal
Event not completely constructed for mouseOver;normal
nsString2::ToInteger fails to set error code;normal
NS_ASSERTION on this URL;normal
Sun Workshop 5.0 C++ compiler cannot compile prstrms.cpp.;normal
[PP]Buttons on poll not working;normal
SELECT elements not supported outside of FORM;normal
BUTTON element retains visual focus after press, change of focus;normal
[PP] Regression: caret not drawn;normal
Need to initialize selection in PresShell;normal
Slowness in image rendering on unix.;normal
tRNS field not handled properly by imglib;normal
crash in nsContentList.cpp - duplicate release;normal
[PP]: linux 98027 Button disappears on mouseover;normal
Illegal NOFRAME tag hangs Apprunner;normal
Bgcolor and Fgcolor javascript properties is not supported.;normal
[PP] File selection box does nothing;normal
XUL popup windows: width and height values don't work;normal
XUL popup windows: Wrong window styles -- should not have caption and borders;normal
XML parser does not support co-existence of internal and external DTD subset yet;normal
random bugs that i am interested in for some reason or another;normal
crash in CNavDTD;normal
extensions/cookie/nsCookieHTTPNotify.h needs a trailing newline;normal
if (document.layers) stops js execution;normal
Popup XUL and Tooltips have window decorations;normal
GTK scrollbar not setting coordinates in event;normal
Text alignment leaks through into gfx select elements.;normal
Change :combobox-text and :combobox-textselected to have -moz prefix;normal
GTK nsWidget gets new look and feel objects in constructor;normal
[PP] linux only: words broken across two lines ...;normal
select element inside div or p freezes viewer;normal
SPEC: <titledbutton>;normal
nsDeviceContextGTK::GetDeviceSurfaceDimensions is not impliment under GTK;normal
Purify: Freeing mismatched memory in delete in AutoRegisterComponent;normal
MLK in xcDll.cpp;normal
MLK in nsComponentManager.cpp;normal
[PP] Tooltips are not positioned correctly;normal
[PP][Mac] popup menu items are not inserted correctly;normal
Page does not display;normal
View source errors;normal
Unclosed <A> tags;normal
large jpeg image (>8000) not handled properly.;normal
shadowed variable;normal
apprunner startup redraws at old size;normal
A bug in the PNG parsing;normal
windows visible too early;normal
Skipped content nodes (<style> and <script>) should contain CDATA content;normal
document.vlinkColor does not return anything.;normal
"""-->"" from HTML source (comment close) included in text selection";normal
Crash in nsDTDContext::GetStyles;normal
[crash] lazy treewidget mouse-over hidden/redisplayed frames;normal
[PP]Linux: Selection owner is tied to last-created window;normal
malloc] memory allocation problems - intl;normal
[malloc] memory allocation problems - html/forms;normal
Error in Expat Tokenizer does not stop parsing process;normal
[PP]unbreak shortcut keys in Viewer on MacOS;normal
[PP]Mac context/popup menus don't execute JS;normal
crash in nsWebShellWindow.cpp;normal
drag action needs to be set based on modifier keys;normal
Cosmetic mouseover button drawing problems;normal
<STYLE> and <SCRIPT> elements do not render even with display:block;normal
Gtk: dialogs are ignoring size specification;normal
Can not change border style for gfx-rendered radio button;normal
NSPR should not define symbols in pthreads namespace;normal
Worrisome warnings from SGI/native in xpconnect;normal
[PP]mac crash when I go to http://www.herring.com/mag/issue67/news-editor.html;normal
Background not rendered correctly;normal
the background page isn't as should be;normal
Find dialog size doesn't fit its content.;normal
Background image is rendered incorrectly;normal
Bus error in PR_StackPop at os_Irix.s:81;normal
Gfx combobox is unresponsive until reset is clicked on;normal
Gfx comboboxes do not close the drop-down list when clicking in the background;normal
location of <broadcaster> nodes in xul important;normal
IFRAMES and JavaScript;normal
[malloc] memory allocation problems -html/document/;normal
Pages not displayed correctly;normal
select elements broken outside of forms (regression);normal
Need API for determining the global coordinate position of the insertion point;normal
[PP]sched: Be able to handle arbitrary mime types as MacOS flavors;normal
M7 does not render empty <body> tags;normal
"Mixed-case ""mailto:"" HRef ignored by the beast";normal
[PP] Mac - mouseover highlights dropdown list;normal
editor mode Enter key doesn't cause a repaint;normal
sched: Handle effects of Necko landing on Linux (1 day);normal
Feature: <toolbaritem> tag support.;normal
gfx combo box is not calculated using the tallest item in the list;normal
sched: Incoming drags need to generate proper Gecko events;normal
[BLOCKER] nsIWidget :: NS_IMETHOD CaptureMouse(PRBool aCapture) is not implemented on WIN32;normal
Some <OL> ordered lists never count past 1.;normal
Mozilla does not cope with Cold Fusion error messages;normal
graphic hot spots show borders;normal
Line break-Cannot break line between Beginning exeption character and different attribute chars;normal
Line break-Cannot break line between different attribute chars and End exeption character;normal
view source style issues;normal
[PP]Page layout problem - line wrapping and spacing messed up;normal
comments inside <head> are ignored or changed to text nodes;normal
innerHeight and outerHeight wrong for iframes;normal
NECKO: Counter not counting.;normal
text wraps on table column - should display on one line;normal
no topmargin when the content is only a floated element;normal
nsStr::RFindCharInSet loops forever if destination not found;normal
NECKO: [PP]included css file missing causes crash parsing xml;normal
Inappropriate parsing of HTML comment;normal
COL proportional widths not being calculated precisely;normal
Error message in OnStopBinding() getting called too eagerly???;normal
the layout of the search widget is off;normal
News.com renders incorrectly.;normal
Need drawing modes in GFX;normal
table cell renders too large in fixed width table;normal
[4.xP]Extra Whitespace between table top of table and cell;normal
table column is truncated in build 02.19.99;normal
simple table ends up too wide;normal
Tables do not render properly, produces noticable gap in screen.;normal
RHS of borders chopped off in nested table situations;normal
table layout incorrect on Win95 www.amazon.com;normal
{table-reflow} Half of page disappears on mouseover of links;normal
table problem with specified widths truncating images;normal
[PP]COLGROUP attribute/value 'width=rel' not working properly.;normal
"Section ""buttons"" not being laid out correctly.";normal
[treewidget] assertions when closing folder;normal
Text displayed in microscopic size on this page;normal
Cannot make HTML BUTTON wider than the enclosing text;normal
