DLLs unloaded prematurely (aka xpcom trapeze act!);critical
crash launching browser from editor using task menu;critical
Printing ends in a core dump...;critical
combo box only works once;critical
M10 Apprunner/Viewer cannot read XML-document from W3C;critical
Table width renders incorrectly;critical
[CRASH] Wonko.com main table shown twice;critical
if.cpp does not compile with the Sun workshop 4.2 compiler;critical
[DOGFOOD]right-click within text input or textarea causes crash;critical
[PP] bottom scroll arrow is hidden in chromeless browser window;critical
Scrolling down with Down-arrow crashes;critical
[DOGFOOD] bugzilla platform dropdowns set themselves;critical
setInterval causes crash when fired;critical
[CRASH] Closing some tags in tbody causes crash.;critical
[mlk] nsGfxTextControlFrame::Reflow() clobbers mDisplayFrame;critical
[CRASH]select text with first-letter behaves oddly;critical
[DOGFOOD] [PP] Scrolling a long document yields text overwriting itself;critical
Compilation errors with some gcc versions;critical
crash in laying out this page;critical
Previous crasher in nsListControlFrame::GetSelect;critical
CSS page causes browser to fail;critical
Alpha/Linux: apprunner: GTK callbacks don't work at all.;critical
page fails to load and browser crashes;critical
Crash when clicking pop-up menu options in Bookmarks;critical
Crash when passing functions (!) to JS DOM API:s (I think!)...;critical
Mozilla freezes loading page;critical
[CRASH]crashing in layout when putting HTML into an iframe;critical
[CRASH] in nsRange using DOM viewer;critical
"[DOGFOOD]CRASH Clicking on ""Personal Options"" at this BofA site";critical
[DOGFOOD][talkback] top 1 in M11. - crash in il_image_abort 3815b27f;critical
"Can't build on FreeBSD: os-ip.c can't find ""poll.h""";critical
[CRASH] Pressing ENTER key crashes browser;critical
[DOGFOOD][BLOCKER]crash on www.netscape.com;critical
[CRASH][DOGFOOD] crash on Print mail message;critical
MLK: 40 bytes leaked-  nsRegionGTK from nsViewManager;critical
[DOGFOOD] Die and exit in nsBoxInfo destructor;critical
crash when image is truncated or corrupt;critical
[DOGFOOD] Assertion thrown when clicking in the editor.;critical
[dogfood]cookie problems at the New York Times;critical
[PP]Dogfood: Crash after print attempt;critical
[DOGFOOD] Crash trying to read netcenter web mail using 11/20 build;critical
[dogfood] webshells in text controls leaked;critical
Double notifications from content sink;critical
[DOGFOOD]Some absolutely positioned form elements cause M11 to crash;critical
[CRASH][PP][DOGFOOD] Printing crashes on Mac;critical
NECKO: Crashes mozilla-apprunner when encountering location.href=....;critical
NECKO: [PP] Crash with object tag on Linux;critical
crash every time accessing this URL;critical
NECKO: [PP] Crash loading Scopus - Mac Only;critical
NECKO: apprunner fails assert() in network/main/mkgeturl.c with this URL!;critical
NECKO: about:blank as linked stylesheet causes crash;critical
Freeze with unconfigured proxy;critical
NECKO: crash going to netcenter's small business page;critical
Page crashes when URL entered without trailing slash;critical
MLK:  Timers leaking;critical
"NECKO: Mozilla cannot always open Wired.com's ""Today's Headlines"" links.";critical
[BLOCKER] loading about:blank causes hang;critical
[DOGFOOD] http cookies not working on linux release builds;critical
[NECKO] crashing on bad URL's;critical
"url ""macfixit"" crashes browser";critical
MLK: HTTP Channel or Request?;critical
[CRASH] failed to get the HTTP Proxy server;critical
Dogfood: memory corruption in box layout;critical
plevent queue priority is now too low;critical
[dogfood] crash closing multiple windows using Ctrl-W;critical
[PP][DOGFOOD][REGRESSION]Printing causes a crash;critical
[CRASHER][TESTCASE] Accesing FileUpload value is crashing application.;critical
[dogfood][CRASHER]Crash when clicking on (Browse...) in file upload form element;critical
[dogfood] Cookies register o.k., but too late for browser to recognize? (asynch/cookie issue?);critical
Fix xptcall code;critical
[PP][BLOCKER] Crash removing delete observer when closing windows;critical
[dogfood] mousing over links causes massive reflows when status button crops;critical
[Tree] Assertion in nsTableRowFrame::SetRowIndex(-1);critical
[DOGFOOD] ^V in the urlbar pastes twice: key events not cancelled;critical
Crash in XP menu code;critical
GTK: fontHandle is NULL;critical
Crash when open the Link properties dialog at 2nd time;critical
Mozilla freezes, locks up, sometimes crashes;critical
Memory cache: browser buster crashes after 7 or 8 pages;critical
Customize, Cancel, Click-bookmarks, crash.;critical
CRASH on page with missing glyphs, form, floats...;critical
Crash on page with css2 style sheet selector;critical
Crash when starting CookieViewer;critical
invalid host specified: the request did not specify a valid virtual host;critical
Table of links is always selecting the first link.;critical
crash after changing focus from browser with this page loaded;critical
nsIFileSpec::FromFileSpec assumes incoming pointer is nsIFileSpecImpl;critical
[dogfood] key events getting through to editor key listener (symptom = control-v pastes text twice in HTML text controls);critical
Can't find content viewer for text/html on Win98;critical
Crash;critical
[crash] during startup after clicking stop button;critical
Debug:XPToolkit submenu items do not load into browser window;critical
mozilla crashes in MSVCRT.DLL on http://www.iconics.co.uk;critical
Crash at www.jeremie.com (NS_NewStyleContext ?);critical
File Selection Dialog causing crash later on exit;critical
[DOGFOOD] caret dissapears after some edit operations, especially after return;critical
{css2} CRASH with border-collapse:collapse and more cells in later rows;critical
Raptor crashes when rendering table with thead/tfoot/tbody;critical
src property of javascript image object not setting properly;critical
[PP] Crash navigating thru Back & Forward button;critical
[Print Fail CRASH] Printing a object that contains alternative text will crash;critical
Can not see Font and Heading pull down menus on chrome;critical
[Dogfood]Crash going to Bugsplat URL after fresh Seamonkey launch;critical
[Webshell] [top100] Crash-Printing large complex page;critical
[top100][dogfood] www.developer.com is crashing;critical
Crash in SinkContext destructor when loading this page...;critical
Crash in nsHTMLContentSink loading attached page;critical
M12: browser crash on loading URL;critical
crash going to URL;critical
[CRASH] fox news, followed by another page crashes;critical
[dogfood] crash visiting various websites in the image / networking code;critical
Focus-related crash dismissing password dialog with return key;critical
[dogfood] JavaScript escape() is incompatable w/ 4.x;critical
crash in layout with <box>, onload handler and <html:label>;critical
[PP] [DOGFOOD] Tooltips crash on linux;critical
Crash on accessing file:// urls for nonexistant and unknown-mimetype files;critical
assert and crash in search window (nsCachedChromeChannel::GetOwner);critical
top100 Browser crash on yahoo mail.  seems reproducable;critical
NSPR is broken for FreeBSD;critical
Crash at given URL on dead.net;critical
Crashes when viewing CNN Headline News Mail;critical
NS_NewLocalFile must be exported.;critical
Assertion when selecting a text styled with pseudo content;critical
[DOGFOOD] Copy text to clipboard, quit app, crash;critical
Anchor Link not working inside Label element;critical
file:/// causes the browser to crash;critical
Regression - iframe content garbled;critical
[PP]Solaris: Crash clicking OK in File Dialog w/ no selection;critical
Getting full log from tinderbox causes mozilla to hang;critical
Access violation in nsImageRender.cpp;critical
2000012808 submitting first, not SELECTED item in <SELECT>;critical
missing forward slash in URL will not load;critical
can't drag url from outside app into content area, then crash;critical
[DOGFOOD].test9 crashes;critical
Crash in JavaScript open();critical
[BETA] Using Russian Detector and visiting the URL leads to a crash;critical
HP-UX build bustage in nsFileSpec;critical
[DOGFOOD] Browser crashes after starting an application/zip download;critical
Modifying password field sometimes drops first character;critical
[PP] Crash-At launch Mozilla after setenv LANG to ja_JP.EUC;critical
"Assertion: ""offset we got from binary search is messed up""";critical
Scrolling thread pane in mailnews causes whole window to reflow;critical
Selecting Page Source under View menu leads to crash;critical
crash scrolling second window;critical
BLOCK: Large libpref string causes dialogs to crash on Linux;critical
apprunner needs to call nsIPref->Startup();critical
sun's cc doesnt like comma at end of line in ntypes.h:59;critical
[DOGFOOD] Saving to a file loses content;critical
BSD: crash on startup in xptcall stuff;critical
[Print Fail] Printing bugzilla query results in assertion (would crash);critical
onBlur crashes with Alerts and Prompts;critical
A crash occurs after hiding and showing navigation toolbar;critical
Need platform specific changes for PostScript printing;critical
stack corrupter in nsWindow.cpp;critical
App exit after XP menu usage, closing dialog with Ctrl-W.;critical
nsSound::PlaySound crashes;critical
shopping at webvan.com gets JS error;critical
[Line Layout]Performance problem with list boxes at my.netscape.com weather;critical
Crashes during logon;critical
[MAC]combobox deactivates main window;critical
unable to do multiple selections within lists;critical
crash if launched with just 'mozilla -chrome';critical
need to update commands whenever frame state changes in text control;critical
"JavaScript ""window.location"" core dumps in CAPS";critical
[CRASH] on http://www.dir.bg;critical
[DOGFOOD] Visiting an SSL site causes 5.0 to dump a core file.;critical
crash going to my.netscape.com in viewer;critical
Crash at clicking the link of this page;critical
[FLOAT] [regression] initial layout of page is horrible, overlapping floaters;critical
crash in SinkContext::FlushText on URL from the BBC News;critical
crash in StripeTimer::Notify closing mail window while checking for new mail;critical
[CRASH] Crashed trying to do anything after viewing XML page;critical
MLK:8496 bytes leaked - XML parser?;critical
Mozilla crashes when running test scripts off internal server;critical
Mozzilla Crashs on www.zdnet.com;critical
Can't paste into edit text controls;critical
can't use mozilla to attach files to bugzilla;critical
Leaks checked into ControlFrame class;critical
Paste into editor no longer works;critical
Crash upon launching on Chinese Win 95;critical
[DOGFOOD] Can't use text selection to scroll in textarea;critical
File download is slow on MAC;critical
setting window.innerHeight crashes application.;critical
[PERF] Tree control should restrict off-screen reflows to the scroll bar;critical
Free memory read: nsTimerGtk;critical
Reproducible mozilla crash on W95 build 1999121712;critical
[talkback] random but high hit crash in cache code?;critical
select.options.length should be read/write.;critical
Animated image in a table caption;critical
MLK: We leak a lot of gtk_invisibles from nsLookAndFeel;critical
Failure to load frameset at http://members.xoom.com/*;critical
crash on page (not reproducable);critical
Attempting to open a abcnews.com url will cause a crash.;critical
crash;critical
ss:assertion in line layout;critical
List Item frames don't work in XML.;critical
[BLOCKED-Ender] Crash in nsBlockFrame when trying to remove content;critical
UMR: nsLineLayout::ReflowFrame();critical
UMR: nsBlockFrame::ComputeLineMaxElementSize();critical
[CRASH] Apprunner crashes after second page load of www.real.com;critical
Browser crashes loading page;critical
static background/border bleed over top of float background and border;critical
{vmargin} MacWeek doesn't render correctly;critical
{feature} pre wrap cols=x doesn't wrap;critical
Float bug;critical
[4.xP] Problems with floated images and centered text;critical
{css1} line height calculations shouldn't consider text;critical
Image lacking src attribute yields a crash upon exit;critical
infinite loop printing WARNING: max-element-size;critical
{css1} Inline box model is not considering block-level parent's line-height;critical
memory overrun in PrepareUnicodeText;critical
nsTextFragment::ReleaseText() can free non-heap memory (CRASH);critical
Mozilla Freezes on Slashdot in Moderator Mode;critical
abcnews.com crashes Nov-10-99 build;critical
Plain text display incorrectly for non ASCII;critical
crash in nsXULDocument::HandleDOMEvent;critical
Mozilla incorrectly interprets </SCRIPT*> within strings in JavaScript as a </SCRIPT> tag.;critical
crash while processing redirect;critical
[regression] combo box not reporting real maxElementSize, badly messes up table layout on bugzilla;critical
Crash at closing Composer window in JA locale;critical
No longer crashes (Crash when displaying a list box);critical
crash on SMP systems: socket transport in load group;critical
Content Area blinks when loaded and slows down the system;critical
browser crashes when loading this page;critical
[PP] NSPR building incorrectly on FreeBSD 3.0;critical
[PP]Jan25:Mac freezes waiting for data;critical
Problem loading JS ( see testcase ).;critical
crash if I scroll caret through URL bar while loading page;critical
Table layout not consistantly rendering background images.;critical
doc.open->doc.write->doc.close in onLoad handler casues crash;critical
Selection isn't drawn;critical
MLK: png images leak!;critical
[PP] Crash open link in new window then open another link in original window;critical
Memory Problem when printing.;critical
UMR: nsFrame::GetDataForTableSelection();critical
MLK: nsSocketTransport objects leak.;critical
sun wkshop build bustage: non-NSPR boolean types in nsStorageStream.{h,cpp};critical
[M11] Proxy passwd makes Mozilla crash;critical
SIGSEV after clicking on a Link on the CVS version.;critical
Cookies not Recognized on developer.java.sun.com;critical
Solaris: Open File crashes;critical
MLK: Leaking nsByteArrayInputStreams and associated buffers from nsHTTPChunkConv;critical
startup crash in PrepareAndDispatch (solaris/native optimized);critical
nsDocLoader broken on ALL 64 bit platforms.;critical
Crash when closing dialog with open file picker dialog.;critical
"Table disappears when mouse over link (Unnecessary reframing for ""special"" frames)";critical
crashed when loading the www.focus.de;critical
META tag with charset=windows-1252 crashes browser -- set by some MS web tools;critical
Crash assigning position: absolute to LABEL;critical
L10n dependencies in other groups - Convert HTML files into localizable XUL file;critical
Printing causes mozilla to crash;critical
[superwin] bugzilla query page looks terrible;critical
reproducable crash under Solaris;critical
scrolling a webshell when the window is partially obscured causes garbage;critical
[FIX]Absolutely positioned FORM element crashes app;critical
MLK: leaking nsSocketTransport objects when using HTTP pipelining;critical
Page load on Win98 is very slow.;critical
Absolutely positioned LABEL element crashes app;critical
infinite recursion / stack overflow crash;critical
[CRASHER] Content with no document causes crash on reflow.;critical
javascript: URI does not execute JS, clears window instead;critical
beta1 crashes on redirect at www.microsoft.com/support/;critical
Displays js source in frames;critical
crash in io;critical
top daily talkback crash in nsXBLService::LoadBindings;critical
File type of */* crashes Mozilla.;critical
Toolbars too far to the left, over paint their grippies, function improperly;critical
jar:http:// doesn't load on Linux;critical
Trees built dynamically inside a div cause a hang;critical
MLK: load group or docloader;critical
UMR: nsReplacementPolicy::LoadAllRecordsInAllCacheDatabases();critical
test9 crashes in pagecycler;critical
Crash in xpcom.dll loading URL;critical
[regression] cannot always open non-latin1 filename.;critical
Crash when mousing over links;critical
CSS border-collapse:collapse with ROWSPAN = CRASH;critical
FRAMESETs ignored in utf-8 pages;critical
[Feature] Fix example: XPCom components cannot be used under Viewer App on Win32 Platform;critical
[PP]html text does not print with character styles as seen on screen;critical
Crash after loading PNG test icon suite;critical
Crash with scaled-down PNG with 8-bit alpha mask;critical
Crash on table printing;critical
Parsing in LDAPUrl(String url) ignores attributes;critical
[Dogfood] Need titledbutton with fly-out menu;critical
Death when clicking an article link;critical
Assertion in nsURILoader::Stop();critical
Above URL crashes browser: Gdk-ERROR **: BadMatch (invalid parameter attributes);critical
crash in nsTextBoxFrame::CalcTextSize;critical
After navigating in a frame (of a frameset), clicking on a link causes a crash;critical
browser doesn't handle simple response of HTTP protocol;critical
document.write meta charset in frame cause Mozilla to;critical
Tooltips crash Mozilla (e.g., the Open Windows in Taskbar);critical
"(win32) menulist in a <window align=""vertical""> has 0 height.";critical
Clicking on link with unknown protocol causes crash;critical
[REGRESSION]Clicking on a drop down menu causes surrounding text to be selected when mouse moved;critical
oneclick.com crashes before any HTML is rendered;critical
Crash in ImageLib when a background image is applied to a textarea;critical
crash upon repeated png redrawing;critical
EventStateManager crashes when document is changed during the processing of a DOM event;critical
UMR: nsBoxFrame::GetBoxInfo();critical
UMR: nsInlineFrame::ReflowFrames();critical
Inifite loop in GetNearestContainingBlock();critical
browser crashes when loading deja search results;critical
crash on my.netscape.com;critical
Crash attempting to save Javscript: url;critical
crash during chrome registration (early in launch);critical
Content area freezes with certain <SELECT> steps;critical
Need a way to get a handle to postdata;critical
Sounds don't work on Gtk/Unix;critical
browser segfaults on page loading;critical
{css2} Absolutely positioned FIELDSET element cause app to crash;critical
Tasks menu on Mac has missing menu items;critical
Tables that contain ender-lite widgets invalidate their entire bounds when each key is entered;critical
cgi's/servlets that return no content status header are not handled properly.;critical
This url causes segfault in M13 precompiled (MacOS, LinuxPPC, other?);critical
Changing HTML attributes does not cause style update;critical
[FIX]Crash for certain widget events in Preferences panels;critical
Mail, Proxies: crash clicking textfield associate w/selected radio button (in nsXULRadioGroupElement::SetSelectedItem);critical
New profile will not launch seamonkey;critical
nsIPluginInstancePeer.ShowStatus crashes browser;critical
This bad XML crash XML parser;critical
window.open() ignores mentioned window size.;critical
crash when closing pop-up window;critical
javascript: protocol is case sensitive.;critical
Applying Override StyleSheet causes Editor crash.;critical
Crashes at nsPresContext::SetCompatibilityMode;critical
[Crash] Focused widgets cause crash when going to another page;critical
AVI and WAV OBJECTs crash again;critical
This site crashes mozilla.;critical
Crash while closing a browser window;critical
Background image is not rendering correctly;critical
Personal Security Manager does not display properly.;critical
MLK: nsVoidArray::Compact();critical
Lots of security errors on bmwusa.com;critical
"Output HTML strips out unknown (""userdefined"") tags.";critical
Crash in il_PermitLoad or GetClipView on this URL;critical
Closing Window crashes at StyleSetImpl::CantRenderReplacedElement;critical
"mozilla crashes (because of a ""GTK-Object"")";critical
Widgets are getting destroyed for unknown reasons;critical
Crash opening mail at NS_ConvertUCS2toUTF8::Init();critical
accesskey doesn't work;critical
"[crash] fast clicking under ""severity"" dropdown in bugzilla";critical
sched - need to get keep alive working in necko;critical
[Regression]Print fails;critical
Crash instead of blank page for malformed xhtml page;critical
sometimes crashing on startup;critical
[PP]Need a way to get PR_LOG output on the mac;critical
[DOGFOOD] Linux/Alpha: Assertion failure: 0 == rv, at ptsynch.c:168;critical
nsIPluginTagInfo::GetDOMElement should really be in nsIPluginTagInfo2;critical
webshells are being leaked on Mac;critical
Crash when clicked on Language option in Prefs;critical
crash if clicking link, stop or back before page is fully loaded;critical
Crash in nsHTTPChannel::Authenticate when clicking cancel in HTTP authentication dialog;critical
Crash when doing a valid http authentication;critical
Wired stock charts do not display in M13;critical
PSM repeatedly crashes on my build (Stack traces included);critical
crash clicking outside an abs. positioned frame;critical
"""No Components in scope"" xpconnect error on first download attempt";critical
Crash in GlobalWindowImpl::Focus;critical
NYTimes login terminates browser if the cookie isn't set?;critical
Parser crash when loading ABCNews bookmark;critical
Clicking or tabbing to link causes incremental reflow;critical
[FLOAT] <nobr> around (floated) tables, distorts layout (aka The beast has chewed ...);critical
Large tables crash Netscape or take extremely long load times;critical
Crash on table with conflicting heights;critical
Browser crash at hotbot.com (NOBR around content in TD + CSS);critical
maxlength in text input is ignored;critical
hitting return in TEXTAREA doesn't have effect immediately;critical
Visiting http://www.memepool.com/ causes Mozilla to die on the spot;critical
BACK causes data corruption in form;critical
CRASH in ByteArrayInputStream::Read during form post;critical
Brouser crashed against a bad table tag.;critical
"crash: selecting <option value=""foo""></option> in dropdown listbox";critical
Invalid Keyword Searches on Bugzilla hangs;critical
text/plain displayed only if interpreted as HTML;critical
always crash in this URL;critical
Mousewheel scrolling crashes browser;critical
crash in nsLineBox::DeleteLineList;critical
Master cert strategy;critical
Oakland Tribute crashes in HTMLContentSink::AddLeaf;critical
Crashing when dismissing away prefs panel in commercial;critical
Dynamic adjustment of the CSS2 clip property is causing rendering problems;critical
loading rtf file crashes gecko/parser.;critical
Where the hell is Kerz;critical
Crash if IMG SRC has typo in hostname portion;critical
[regression]Korean characters are displayed as solid upside down triangles;critical
crash on delete of initial text in textarea;critical
[regression] Selecting Save As Charset causes Netscape to crash;critical
Realplayer does not launch as a helper app;critical
Crash during drag when tooltip tries to pop up [@ PresShell::HandlePostedDOMEvents];critical
[L12y] Move all localizable prefs into chrome://;critical
can't paste multiple lines from a text control;critical
Browser crashes on this page (uses flash);critical
Remembering UniversalXPConnect decision causes future seg faults;critical
Crash on visiting above URL;critical
0x5c problem in nsLocalFileWin.cpp;critical
crash on shutdown, mac-only;critical
document.write in strict dtd crashes browser;critical
Event problems during display of profile wizard;critical
Cancelling the file picker causes crash;critical
crash on XHTML pages served as text/html;critical
Crashes when loading http://home.netscape.com/ja/index1.html;critical
browser hangs after (successfully) printing Bugzilla query result;critical
MLK: Content model leak/table related;critical
crash saving no-longer-exsisting file with file & ftp protocols;critical
scrolling on PNG/alpha page causes crash;critical
Browser Crashs when visiting this url;critical
Crash closing window;critical
SGML comment inside table tag crashes browser;critical
MLK: XRegions are emigrating in mass to avoid free();critical
Text after carriage return in messages is wront font, clicking back then causes browser crash;critical
CRASH on simple nested table (M12);critical
Null pointer dereference;critical
animated images only loop once on view-pages.;critical
Crash when DnD link from Communicator 4.74 to Mozilla;critical
Page layout has daggers all over the place;critical
Recurse-to-death on uncaught JS exception (toLowerCase is not a function) [WAS: Crash Browser with this URL];critical
Crash after going offline and trying to access a site;critical
how to destroy named roots when we have no context;critical
Typed text does not render in TextAreas with a horizontal scrollbar;critical
SUNWspro5.0 bustage with new string APIs;critical
<menulist> crops text when intrinsic sizing is used;critical
Fixed positioning causes composer to crash;critical
nsDocShell::OnNewURI reads past last char in string causing assertion;critical
Need to IDL-ify nsProxyObjectManager;critical
Crashes at [@ nsRenderingContextWin::GetWidth ];critical
Mozilla crashes while reading this page;critical
RNG_SystemInfoForRNG() trashes the environment;critical
Incorrect base URL used on redirected pages;critical
[X] Mozilla crashes on clipboard code;critical
nsAReadableString.h has signed/unsigned error;critical
nsStringArray operator= crashes;critical
stack corruption in realloc's trace-malloc wrapper;critical
Crashes at xptiInterfaceInfo::GetIIDForParam;critical
memory corruption detected in ~nsHashTable/~nsParserBundle;critical
"Crash when using "".."" button in file picker";critical
Crash if auto-scrolling when new page loads.;critical
|copy_string| can't make progress on zero-length concatenation;critical
crash during frame destruction code while leaving page;critical
Bad mathml causes crash;critical
Crash when doubleclick on a directory displayed by directory component;critical
browser crashes when submit nothing with event on file upload element (nsEventListenerManager::ReleaseListeners);critical
MLK: animated images leaking again;critical
Tab widgets no longer switch tab panels.;critical
functions that unwrap or import symkeys are failing;critical
Crash in nsClipboard::SelectionReceiver;critical
Mozilla crashes after paste with empty clipboard.;critical
Mozilla crashes when typing in file upload input;critical
Crash when clicking on Isn'... in party tricks section;critical
Starts several new webshells (5 -> 210+) when loading www.wissen.de;critical
SSL Server code failing on tip PK11_ImportSymKey fails;critical
Attempting to view contents of css file results in a crash;critical
"crash on cookie with ""Remember this decision""";critical
Simple XUL file doesn't display, mime-type 'text/xul', over HTTP;critical
getAttribute is case sensitive in HTML;critical
nsJSProtocolHandler::NewChannel(...) crash;critical
Crash while downloading anything;critical
Cookie manager crashes when removing cookies;critical
history lost / reload button doesn't work / go menu crashes after theme switch;critical
Crash while loading XML IRS test;critical
Mozilla crashes when focus gets out of XIM lookupchoice window;critical
Focus problems in mailnews windows;critical
Infinite loop shifting focus due to anonymous content parenting error;critical
Multiple RSA private keys ops used to unwrap SSL premaster secret;critical
Page scrolls on selecting text in position:relative div;critical
I-loop trying to create space in the cache;critical
After surfing, web pages stop loading. Tossing cache fixes;critical
2nd browser window is tiny;critical
Brkwser crashes after pressing OK on 'No Plugin Downloader Plugin';critical
SECKEY_OpenKeyDB inconsistent in freeing memory;critical
Crash on browser/installer exit on win9x;critical
setting location.href onload in frames causes infinite loop;critical
Server Push, Client Pull crashes mozilla;critical
Crash every time browser exits;critical
select default font-family does not match other html form controls;critical
Can't build a computer on dell.com;critical
nsDeviceContextGTK.cpp doesn't implement CSS 3 fonts;critical
Product does not run if slash in folder path;critical
Proxy Auto Config (PAC) not honored in nsPluginHostImpl::FindProxyForURL().;critical
Crash printing page;critical
Crash at launch after selecting installed locale;critical
Crash when indention wider then wrap width.;critical
OnFileAvailable is no longer called;critical
nsBulletFrame::Paint() leaks an image...;critical
Crash in CNavDTD::CollectAttributes;critical
Crash viewing long page;critical
crash involving <thead>, <plaintext>, <body>;critical
FMR in nsParser::Terminate;critical
[FIX]crash deref-ing a null pointer in nsWindow::SetFocus;critical
JS in mail/news running with system principal;critical
File upload vulnerability using event.target;critical
Inheritance of focus/blur Handlers doesn't work;critical
Possible place to head off a common crash [@ nsXBLPrototypeBinding::GetBindingURI];critical
shortcut labels missing in menus;critical
Cannot post using ssl proxy;critical
Disk cache not writing files after 512 files reached;critical
Crash Nglayout.dll;critical
crash in [@ nsReplacementPolicy::AddAllRecordsInCache - MSVCRT.DLL];critical
Crash printing some pages;critical
malformed content crashes XBL (e.g. reading mail);critical
Crashed when spinning the cursor;critical
Copy code is very inneficient and hostile to fixes;critical
nsOutputStream.close() doesn't check for NULL;critical
crash when attempting to print;critical
Crash printing any page when display is set to 256 colors on Windows;critical
Page Hangs on load;critical
